alpha,fit_intercept,copy_X,max_iter,tol,solver,MMRE-
0.01,True,True,5000,0.0001,saga,35.81928
0.01,True,True,5000,0.001,auto,13.815199999999999
0.01,True,True,5000,0.001,svd,13.815199999999999
0.01,True,True,5000,0.001,cholesky,13.815199999999999
0.01,True,True,5000,0.001,lsqr,35.81928
0.01,True,True,5000,0.001,sparse_cg,35.81928
0.01,True,True,5000,0.001,sag,35.81928
0.01,True,True,5000,0.001,saga,35.818760000000005
0.01,True,True,5000,0.01,auto,13.815199999999999
0.01,True,True,5000,0.01,svd,13.815199999999999
0.01,True,True,5000,0.01,cholesky,13.815199999999999
0.01,True,True,5000,0.01,lsqr,35.81928
0.01,True,True,5000,0.01,sparse_cg,35.81928
0.01,True,True,5000,0.01,sag,35.81798
0.01,True,True,5000,0.01,saga,35.81776
0.01,True,True,5000,0.1,auto,13.815199999999999
0.01,True,True,5000,0.1,svd,13.815199999999999
0.01,True,True,5000,0.1,cholesky,13.815199999999999
0.01,True,True,5000,0.1,lsqr,35.81928
0.01,True,True,5000,0.1,sparse_cg,35.81928
0.01,True,True,5000,0.1,sag,36.37554
0.01,True,True,5000,0.1,saga,35.81508
0.01,True,True,15000,0.0001,auto,13.815199999999999
0.01,True,True,15000,0.0001,svd,13.815199999999999
0.01,True,True,15000,0.0001,cholesky,13.815199999999999
0.01,True,True,15000,0.0001,lsqr,35.81928
0.01,True,True,15000,0.0001,sparse_cg,35.81928
0.01,True,True,15000,0.0001,sag,35.819300000000005
0.01,True,True,15000,0.0001,saga,35.819300000000005
0.01,True,True,15000,0.001,auto,13.815199999999999
0.01,True,True,15000,0.001,svd,13.815199999999999
0.01,True,True,15000,0.001,cholesky,13.815199999999999
0.01,True,True,15000,0.001,lsqr,35.81928
0.01,True,True,15000,0.001,sparse_cg,35.81928
0.01,True,True,15000,0.001,sag,35.81928
0.01,True,True,15000,0.001,saga,35.81923999999999
0.01,True,True,15000,0.01,auto,13.815199999999999
0.01,True,True,15000,0.01,svd,13.815199999999999
0.01,True,True,15000,0.01,cholesky,13.815199999999999
0.01,True,True,15000,0.01,lsqr,35.81928
0.01,True,True,15000,0.01,sparse_cg,35.81928
0.01,True,True,15000,0.01,sag,35.81694
0.01,True,True,15000,0.01,saga,35.89012
0.01,True,True,15000,0.1,auto,13.815199999999999
0.01,True,True,15000,0.1,svd,13.815199999999999
0.01,True,True,15000,0.1,cholesky,13.815199999999999
0.01,True,True,15000,0.1,lsqr,35.81928
0.01,True,True,15000,0.1,sparse_cg,35.81928
0.01,True,True,15000,0.1,sag,36.05974
0.01,True,True,15000,0.1,saga,35.86074
0.01,True,True,20000,0.0001,auto,13.815199999999999
0.01,True,True,20000,0.0001,svd,13.815199999999999
0.01,True,True,20000,0.0001,cholesky,13.815199999999999
0.01,True,True,20000,0.0001,lsqr,35.81928
0.01,True,True,20000,0.0001,sparse_cg,35.81928
0.01,True,True,20000,0.0001,sag,35.819300000000005
0.01,True,True,20000,0.0001,saga,35.819300000000005
0.01,True,True,20000,0.001,auto,13.815199999999999
0.01,True,True,20000,0.001,svd,13.815199999999999
0.01,True,True,20000,0.001,cholesky,13.815199999999999
0.01,True,True,20000,0.001,lsqr,35.81928
