N_neighbors,weights,algorithm,Leaf_size,P,MMRE-
7,uniform,kd_tree,100,1,2719.73054
7,uniform,kd_tree,100,2,5249.595899999999
7,uniform,brute,10,1,2719.73054
7,uniform,brute,10,2,5249.595899999999
7,uniform,brute,20,1,2719.73054
7,uniform,brute,20,2,5249.595899999999
7,uniform,brute,30,1,2719.73054
7,uniform,brute,30,2,5249.595899999999
7,uniform,brute,40,1,2719.73054
7,uniform,brute,40,2,5249.595899999999
7,uniform,brute,50,1,2719.73054
7,uniform,brute,50,2,5249.595899999999
7,uniform,brute,100,1,2719.73054
7,uniform,brute,100,2,5249.595899999999
7,distance,auto,10,1,2717.6929800000003
7,distance,auto,10,2,5165.45722
7,distance,auto,20,1,2717.6929800000003
7,distance,auto,20,2,5165.45722
7,distance,auto,30,1,2717.6929800000003
7,distance,auto,30,2,5165.45722
7,distance,auto,40,1,2717.6929800000003
7,distance,auto,40,2,5165.45722
7,distance,auto,50,1,2717.6929800000003
7,distance,auto,50,2,5165.45722
7,distance,auto,100,1,2717.6929800000003
7,distance,auto,100,2,5165.45722
7,distance,ball_tree,10,1,2717.6929800000003
7,distance,ball_tree,10,2,5165.45722
7,distance,ball_tree,20,1,2717.6929800000003
7,distance,ball_tree,20,2,5165.45722
7,distance,ball_tree,30,1,2717.6929800000003
7,distance,ball_tree,30,2,5165.45722
7,distance,ball_tree,40,1,2717.6929800000003
7,distance,ball_tree,40,2,5165.45722
7,distance,ball_tree,50,1,2717.6929800000003
7,distance,ball_tree,50,2,5165.45722
7,distance,ball_tree,100,1,2717.6929800000003
7,distance,ball_tree,100,2,5165.45722
7,distance,kd_tree,10,1,2717.6929800000003
7,distance,kd_tree,10,2,5165.45722
7,distance,kd_tree,20,1,2717.6929800000003
7,distance,kd_tree,20,2,5165.45722
7,distance,kd_tree,30,1,2717.6929800000003
7,distance,kd_tree,30,2,5165.45722
7,distance,kd_tree,40,1,2717.6929800000003
7,distance,kd_tree,40,2,5165.45722
7,distance,kd_tree,50,1,2717.6929800000003
7,distance,kd_tree,50,2,5165.45722
7,distance,kd_tree,100,1,2717.6929800000003
7,distance,kd_tree,100,2,5165.45722
7,distance,brute,10,1,2717.6929800000003
7,distance,brute,10,2,5165.45722
7,distance,brute,20,1,2717.6929800000003
7,distance,brute,20,2,5165.45722
7,distance,brute,30,1,2717.6929800000003
7,distance,brute,30,2,5165.45722
7,distance,brute,40,1,2717.6929800000003
7,distance,brute,40,2,5165.45722
7,distance,brute,50,1,2717.6929800000003
7,distance,brute,50,2,5165.45722
7,distance,brute,100,1,2717.6929800000003
7,distance,brute,100,2,5165.45722
9,uniform,auto,10,1,2498.0676599999997
9,uniform,auto,10,2,4444.03366
9,uniform,auto,20,1,2498.0676599999997
9,uniform,auto,20,2,4444.03366
9,uniform,auto,30,1,2498.0676599999997
9,uniform,auto,30,2,4444.03366
9,uniform,auto,40,1,2498.0676599999997
9,uniform,auto,40,2,4444.03366
9,uniform,auto,50,1,2498.0676599999997
9,uniform,auto,50,2,4444.03366
9,uniform,auto,100,1,2498.0676599999997
9,uniform,auto,100,2,4444.03366
9,uniform,ball_tree,10,1,2498.0676599999997
9,uniform,ball_tree,10,2,4444.03366
9,uniform,ball_tree,20,1,2498.0676599999997
9,uniform,ball_tree,20,2,4444.03366
9,uniform,ball_tree,30,1,2498.0676599999997
9,uniform,ball_tree,30,2,4444.03366
