N_estimators,Max_depth,Min_samples_split,Min_samples_leaf,max_features,Min_impurity_decrease,MMRE-
10,10,6,10,log2,0.2,21375.90962
10,10,6,10,log2,0.3,21097.6816
10,10,6,20,50,0,2937.28244
10,10,6,20,50,0.1,13329.05814
10,10,6,20,50,0.2,21022.86598
10,10,6,20,50,0.3,20985.19902
10,10,6,20,sqrt,0,6401.85838
10,10,6,20,sqrt,0.1,21060.27602
10,10,6,20,sqrt,0.2,21024.58404
10,10,6,20,sqrt,0.3,20827.6949
10,10,6,20,log2,0,5975.54658
10,10,6,20,log2,0.1,20296.71402
10,10,6,20,log2,0.2,20968.02034
10,10,6,20,log2,0.3,21103.70006
10,10,10,1,50,0,1635.69688
10,10,10,1,50,0.1,13081.00358
10,10,10,1,50,0.2,20966.40858
10,10,10,1,50,0.3,21001.08868
10,10,10,1,sqrt,0,6208.7957
10,10,10,1,sqrt,0.1,18407.69512
10,10,10,1,sqrt,0.2,20992.16482
10,10,10,1,sqrt,0.3,20990.15382
10,10,10,1,log2,0,8992.31568
10,10,10,1,log2,0.1,18523.41708
10,10,10,1,log2,0.2,21186.57862
10,10,10,1,log2,0.3,21197.31454
10,10,10,5,50,0,2591.4792
10,10,10,5,50,0.1,12970.1457
10,10,10,5,50,0.2,21350.07936
10,10,10,5,50,0.3,20986.9617
10,10,10,5,sqrt,0,5830.90576
10,10,10,5,sqrt,0.1,19403.27154
10,10,10,5,sqrt,0.2,21249.77528
10,10,10,5,sqrt,0.3,20971.74536
10,10,10,5,log2,0,7700.78038
10,10,10,5,log2,0.1,18453.50094
10,10,10,5,log2,0.2,20696.7252
10,10,10,5,log2,0.3,20984.7535
10,10,10,10,50,0,2769.73156
10,10,10,10,50,0.1,13021.10664
10,10,10,10,50,0.2,21195.98086
10,10,10,10,50,0.3,21052.13648
10,10,10,10,sqrt,0,10768.6985
10,10,10,10,sqrt,0.1,18495.9773
10,10,10,10,sqrt,0.2,21054.85392
10,10,10,10,sqrt,0.3,21033.57088
10,10,10,10,log2,0,4427.12156
10,10,10,10,log2,0.1,18803.73502
10,10,10,10,log2,0.2,20975.85504
10,10,10,10,log2,0.3,21079.13382
10,10,10,20,50,0,2500.51056
10,10,10,20,50,0.1,12895.6016
10,10,10,20,50,0.2,20800.4786
10,10,10,20,50,0.3,20656.455
10,10,10,20,sqrt,0,12263.0369
10,10,10,20,sqrt,0.1,19343.09456
10,10,10,20,sqrt,0.2,21303.04828
10,10,10,20,sqrt,0.3,21077.86014
10,10,10,20,log2,0,5380.54806
10,10,10,20,log2,0.1,18941.51236
10,10,10,20,log2,0.2,20920.61934
10,10,10,20,log2,0.3,21137.94378
10,10,20,1,50,0,2649.55844
10,10,20,1,50,0.1,13193.70518
10,10,20,1,50,0.2,21154.3566
10,10,20,1,50,0.3,21072.31216
10,10,20,1,sqrt,0,5093.32278
10,10,20,1,sqrt,0.1,16684.618
10,10,20,1,sqrt,0.2,20932.23938
10,10,20,1,sqrt,0.3,21007.05244
10,10,20,1,log2,0,6191.05432
10,10,20,1,log2,0.1,19554.64298
10,10,20,1,log2,0.2,20930.62942
10,10,20,1,log2,0.3,21150.83938
10,10,20,5,50,0,2490.07388
10,10,20,5,50,0.1,12790.5445
10,10,20,5,50,0.2,21233.87784
10,10,20,5,50,0.3,21013.8682
10,10,20,5,sqrt,0,4074.75666
10,10,20,5,sqrt,0.1,18411.59378
10,10,20,5,sqrt,0.2,20972.67662
10,10,20,5,sqrt,0.3,20934.8444
10,10,20,5,log2,0,3937.11856
10,10,20,5,log2,0.1,19359.74078
10,10,20,5,log2,0.2,21126.98196
10,10,20,5,log2,0.3,21054.88542
10,10,20,10,50,0,2729.46692
10,10,20,10,50,0.1,13141.75974
10,10,20,10,50,0.2,21081.79992
10,10,20,10,50,0.3,21061.19702
10,10,20,10,sqrt,0,9520.98126
10,10,20,10,sqrt,0.1,18741.79786
10,10,20,10,sqrt,0.2,21023.17752
10,10,20,10,sqrt,0.3,21163.84964
10,10,20,10,log2,0,6671.54022
10,10,20,10,log2,0.1,18649.25082
10,10,20,10,log2,0.2,21363.18142
10,10,20,10,log2,0.3,20950.4248
10,10,20,20,50,0,2916.16892
10,10,20,20,50,0.1,13181.89762
10,10,20,20,50,0.2,21232.08942
10,10,20,20,50,0.3,21272.62896
10,10,20,20,sqrt,0,9512.04294
10,10,20,20,sqrt,0.1,18050.87142
10,10,20,20,sqrt,0.2,21099.1001
10,10,20,20,sqrt,0.3,20957.7802
10,10,20,20,log2,0,8095.43564
10,10,20,20,log2,0.1,17387.94042
10,10,20,20,log2,0.2,21160.58148
10,10,20,20,log2,0.3,20869.34346
10,10,40,1,50,0,2665.88348
10,10,40,1,50,0.1,13402.20416
10,10,40,1,50,0.2,21145.16494
10,10,40,1,50,0.3,20948.56194
10,10,40,1,sqrt,0,12487.94946
10,10,40,1,sqrt,0.1,20078.11092
10,10,40,1,sqrt,0.2,21012.67628
10,10,40,1,sqrt,0.3,21044.98132
10,10,40,1,log2,0,10051.0651
10,10,40,1,log2,0.1,19515.55634
10,10,40,1,log2,0.2,21215.14774
10,10,40,1,log2,0.3,20958.01132
10,10,40,5,50,0,3000.88808
10,10,40,5,50,0.1,13145.30718
10,10,40,5,50,0.2,21380.73322
10,10,40,5,50,0.3,20895.91578
10,10,40,5,sqrt,0,5562.74882
10,10,40,5,sqrt,0.1,18880.41052
10,10,40,5,sqrt,0.2,21153.29526
10,10,40,5,sqrt,0.3,20993.87328
10,10,40,5,log2,0,7116.08108
10,10,40,5,log2,0.1,19276.58864
10,10,40,5,log2,0.2,20912.05026
10,10,40,5,log2,0.3,20660.95252
10,10,40,10,50,0,3287.52868
10,10,40,10,50,0.1,12825.1649
10,10,40,10,50,0.2,20889.99244
10,10,40,10,50,0.3,21371.07772
10,10,40,10,sqrt,0,7941.88926
10,10,40,10,sqrt,0.1,17233.1428
10,10,40,10,sqrt,0.2,20944.6825
10,10,40,10,sqrt,0.3,20913.89774
10,10,40,10,log2,0,11517.05786
10,10,40,10,log2,0.1,18761.07028
10,10,40,10,log2,0.2,21145.65328
10,10,40,10,log2,0.3,20921.94688
10,10,40,20,50,0,2493.86454
10,10,40,20,50,0.1,12932.06656
10,10,40,20,50,0.2,21114.03004
10,10,40,20,50,0.3,20756.45716
10,10,40,20,sqrt,0,8674.30416
10,10,40,20,sqrt,0.1,19713.56674
10,10,40,20,sqrt,0.2,21169.50378
10,10,40,20,sqrt,0.3,21358.32304
10,10,40,20,log2,0,7035.62916
