n_neighbors,weights,algorithm,leaf_size,p,MMRE-
15,uniform,ball_tree,20,2,28.16138
15,uniform,ball_tree,30,1,25.408440000000002
15,uniform,ball_tree,30,2,28.1829
15,uniform,ball_tree,40,1,25.408440000000002
15,uniform,ball_tree,40,2,28.1829
15,uniform,ball_tree,50,1,25.408440000000002
15,uniform,ball_tree,50,2,28.1829
15,uniform,ball_tree,100,1,25.376619999999996
15,uniform,ball_tree,100,2,28.190099999999994
15,uniform,kd_tree,10,1,25.360519999999998
15,uniform,kd_tree,10,2,28.219299999999997
15,uniform,kd_tree,20,1,25.292099999999998
15,uniform,kd_tree,20,2,28.17364
15,uniform,kd_tree,30,1,25.345940000000002
15,uniform,kd_tree,30,2,28.15636
15,uniform,kd_tree,40,1,25.345940000000002
15,uniform,kd_tree,40,2,28.15636
15,uniform,kd_tree,50,1,25.345940000000002
15,uniform,kd_tree,50,2,28.15636
15,uniform,kd_tree,100,1,25.3099
15,uniform,kd_tree,100,2,28.188940000000002
15,uniform,brute,10,1,25.323240000000006
15,uniform,brute,10,2,28.361880000000003
15,uniform,brute,20,1,25.323240000000006
15,uniform,brute,20,2,28.361880000000003
15,uniform,brute,30,1,25.323240000000006
15,uniform,brute,30,2,28.361880000000003
15,uniform,brute,40,1,25.323240000000006
15,uniform,brute,40,2,28.361880000000003
15,uniform,brute,50,1,25.323240000000006
15,uniform,brute,50,2,28.361880000000003
15,uniform,brute,100,1,25.323240000000006
15,uniform,brute,100,2,28.361880000000003
15,distance,auto,10,1,23.656619999999997
15,distance,auto,10,2,26.594839999999998
15,distance,auto,20,1,23.61132
15,distance,auto,20,2,26.556559999999998
15,distance,auto,30,1,23.647299999999998
15,distance,auto,30,2,26.55548
15,distance,auto,40,1,23.647299999999998
15,distance,auto,40,2,26.55548
15,distance,auto,50,1,23.647299999999998
15,distance,auto,50,2,26.55548
15,distance,auto,100,1,23.6303
15,distance,auto,100,2,26.562079999999998
15,distance,ball_tree,10,1,23.65372
15,distance,ball_tree,10,2,26.575580000000002
15,distance,ball_tree,20,1,23.66626
15,distance,ball_tree,20,2,26.5485
15,distance,ball_tree,30,1,23.68334
15,distance,ball_tree,30,2,26.57178
15,distance,ball_tree,40,1,23.68334
15,distance,ball_tree,40,2,26.57178
15,distance,ball_tree,50,1,23.68334
15,distance,ball_tree,50,2,26.57178
15,distance,ball_tree,100,1,23.66852
15,distance,ball_tree,100,2,26.56146
15,distance,kd_tree,10,1,23.656619999999997
15,distance,kd_tree,10,2,26.594839999999998
15,distance,kd_tree,20,1,23.61132
15,distance,kd_tree,20,2,26.556559999999998
15,distance,kd_tree,30,1,23.647299999999998
15,distance,kd_tree,30,2,26.55548
15,distance,kd_tree,40,1,23.647299999999998
15,distance,kd_tree,40,2,26.55548
15,distance,kd_tree,50,1,23.647299999999998
15,distance,kd_tree,50,2,26.55548
15,distance,kd_tree,100,1,23.6303
15,distance,kd_tree,100,2,26.562079999999998
15,distance,brute,10,1,23.620339999999995
15,distance,brute,10,2,26.34192
15,distance,brute,20,1,23.620339999999995
15,distance,brute,20,2,26.34192
15,distance,brute,30,1,23.620339999999995
15,distance,brute,30,2,26.34192
15,distance,brute,40,1,23.620339999999995
15,distance,brute,40,2,26.34192
15,distance,brute,50,1,23.620339999999995
15,distance,brute,50,2,26.34192
15,distance,brute,100,1,23.620339999999995
15,distance,brute,100,2,26.34192
20,uniform,auto,10,1,27.156299999999998
20,uniform,auto,10,2,30.8924
20,uniform,auto,20,1,27.0678
20,uniform,auto,20,2,30.835919999999998
20,uniform,auto,30,1,27.232680000000006
20,uniform,auto,30,2,30.92722
20,uniform,auto,40,1,27.232680000000006
20,uniform,auto,40,2,30.92722
20,uniform,auto,50,1,27.232680000000006
20,uniform,auto,50,2,30.92722
20,uniform,auto,100,1,27.14044
20,uniform,auto,100,2,30.887340000000002
20,uniform,ball_tree,10,1,27.25104
20,uniform,ball_tree,10,2,30.92736
20,uniform,ball_tree,20,1,27.11252
20,uniform,ball_tree,20,2,30.87946
20,uniform,ball_tree,30,1,27.24636
20,uniform,ball_tree,30,2,30.95368
20,uniform,ball_tree,40,1,27.24636
20,uniform,ball_tree,40,2,30.95368
20,uniform,ball_tree,50,1,27.24636
20,uniform,ball_tree,50,2,30.95368
20,uniform,ball_tree,100,1,27.182920000000003
20,uniform,ball_tree,100,2,30.893639999999998
20,uniform,kd_tree,10,1,27.156299999999998
20,uniform,kd_tree,10,2,30.8924
20,uniform,kd_tree,20,1,27.0678
20,uniform,kd_tree,20,2,30.835919999999998
20,uniform,kd_tree,30,1,27.232680000000006
20,uniform,kd_tree,30,2,30.92722
20,uniform,kd_tree,40,1,27.232680000000006
20,uniform,kd_tree,40,2,30.92722
20,uniform,kd_tree,50,1,27.232680000000006
20,uniform,kd_tree,50,2,30.92722
20,uniform,kd_tree,100,1,27.14044
20,uniform,kd_tree,100,2,30.887340000000002
20,uniform,brute,10,1,27.01744
20,uniform,brute,10,2,30.778700000000004
20,uniform,brute,20,1,27.01744
20,uniform,brute,20,2,30.778700000000004
20,uniform,brute,30,1,27.01744
20,uniform,brute,30,2,30.778700000000004
20,uniform,brute,40,1,27.01744
20,uniform,brute,40,2,30.778700000000004
20,uniform,brute,50,1,27.01744
20,uniform,brute,50,2,30.778700000000004
20,uniform,brute,100,1,27.01744
20,uniform,brute,100,2,30.778700000000004
20,distance,auto,10,1,24.873820000000002
20,distance,auto,10,2,28.648739999999997
20,distance,auto,20,1,24.823
20,distance,auto,20,2,28.61458
20,distance,auto,30,1,24.90332
20,distance,auto,30,2,28.66682
20,distance,auto,40,1,24.90332
20,distance,auto,40,2,28.66682
20,distance,auto,50,1,24.90332
20,distance,auto,50,2,28.66682
20,distance,auto,100,1,24.84312
20,distance,auto,100,2,28.64742
20,distance,ball_tree,10,1,24.9189
20,distance,ball_tree,10,2,28.66604
20,distance,ball_tree,20,1,24.8455
20,distance,ball_tree,20,2,28.640719999999998
20,distance,ball_tree,30,1,24.91096
20,distance,ball_tree,30,2,28.685360000000003
20,distance,ball_tree,40,1,24.91096
20,distance,ball_tree,40,2,28.685360000000003
20,distance,ball_tree,50,1,24.91096
20,distance,ball_tree,50,2,28.685360000000003
20,distance,ball_tree,100,1,24.865540000000003
20,distance,ball_tree,100,2,28.65108
20,distance,kd_tree,10,1,24.873820000000002
20,distance,kd_tree,10,2,28.648739999999997
20,distance,kd_tree,20,1,24.823
20,distance,kd_tree,20,2,28.61458
20,distance,kd_tree,30,1,24.90332
20,distance,kd_tree,30,2,28.66682
20,distance,kd_tree,40,1,24.90332
20,distance,kd_tree,40,2,28.66682
20,distance,kd_tree,50,1,24.90332
20,distance,kd_tree,50,2,28.66682
20,distance,kd_tree,100,1,24.84312
20,distance,kd_tree,100,2,28.64742
20,distance,brute,10,1,24.799560000000003
20,distance,brute,10,2,28.09736
20,distance,brute,20,1,24.799560000000003
20,distance,brute,20,2,28.09736
20,distance,brute,30,1,24.799560000000003
20,distance,brute,30,2,28.09736
20,distance,brute,40,1,24.799560000000003
20,distance,brute,40,2,28.09736
20,distance,brute,50,1,24.799560000000003
20,distance,brute,50,2,28.09736
20,distance,brute,100,1,24.799560000000003
20,distance,brute,100,2,28.09736
