n_neighbors,weights,algorithm,leaf_size,p,MMRE-
15,uniform,auto,10,2,9.28066
15,uniform,auto,20,1,9.0122
15,uniform,auto,20,2,9.2807
15,uniform,auto,30,1,9.0122
15,uniform,auto,30,2,9.2807
15,uniform,auto,40,1,9.0122
15,uniform,auto,40,2,9.2807
15,uniform,auto,50,1,9.0122
15,uniform,auto,50,2,9.2807
15,uniform,auto,100,1,9.0122
15,uniform,auto,100,2,9.28068
15,uniform,ball_tree,10,1,9.0122
15,uniform,ball_tree,10,2,9.28066
15,uniform,ball_tree,20,1,9.0122
15,uniform,ball_tree,20,2,9.28068
15,uniform,ball_tree,30,1,9.0122
15,uniform,ball_tree,30,2,9.28068
15,uniform,ball_tree,40,1,9.0122
15,uniform,ball_tree,40,2,9.28068
15,uniform,ball_tree,50,1,9.0122
15,uniform,ball_tree,50,2,9.28068
15,uniform,ball_tree,100,1,9.0122
15,uniform,ball_tree,100,2,9.2807
15,uniform,kd_tree,10,1,9.0122
15,uniform,kd_tree,10,2,9.28066
15,uniform,kd_tree,20,1,9.0122
15,uniform,kd_tree,20,2,9.2807
15,uniform,kd_tree,30,1,9.0122
15,uniform,kd_tree,30,2,9.2807
15,uniform,kd_tree,40,1,9.0122
15,uniform,kd_tree,40,2,9.2807
15,uniform,kd_tree,50,1,9.0122
15,uniform,kd_tree,50,2,9.2807
15,uniform,kd_tree,100,1,9.0122
15,uniform,kd_tree,100,2,9.28068
15,uniform,brute,10,1,9.0122
15,uniform,brute,10,2,9.2807
15,uniform,brute,20,1,9.0122
15,uniform,brute,20,2,9.2807
15,uniform,brute,30,1,9.0122
15,uniform,brute,30,2,9.2807
15,uniform,brute,40,1,9.0122
15,uniform,brute,40,2,9.2807
15,uniform,brute,50,1,9.0122
15,uniform,brute,50,2,9.2807
15,uniform,brute,100,1,9.0122
15,uniform,brute,100,2,9.2807
15,distance,auto,10,1,6.92398
15,distance,auto,10,2,7.14846
15,distance,auto,20,1,6.92398
15,distance,auto,20,2,7.14846
15,distance,auto,30,1,6.92398
15,distance,auto,30,2,7.14846
15,distance,auto,40,1,6.92398
15,distance,auto,40,2,7.14846
15,distance,auto,50,1,6.92398
15,distance,auto,50,2,7.14846
15,distance,auto,100,1,6.92398
15,distance,auto,100,2,7.14846
15,distance,ball_tree,10,1,6.92398
15,distance,ball_tree,10,2,7.14846
15,distance,ball_tree,20,1,6.92398
15,distance,ball_tree,20,2,7.14846
15,distance,ball_tree,30,1,6.92398
15,distance,ball_tree,30,2,7.14846
15,distance,ball_tree,40,1,6.92398
15,distance,ball_tree,40,2,7.14846
15,distance,ball_tree,50,1,6.92398
15,distance,ball_tree,50,2,7.14846
15,distance,ball_tree,100,1,6.92398
15,distance,ball_tree,100,2,7.14846
15,distance,kd_tree,10,1,6.92398
15,distance,kd_tree,10,2,7.14846
15,distance,kd_tree,20,1,6.92398
15,distance,kd_tree,20,2,7.14846
15,distance,kd_tree,30,1,6.92398
15,distance,kd_tree,30,2,7.14846
15,distance,kd_tree,40,1,6.92398
15,distance,kd_tree,40,2,7.14846
15,distance,kd_tree,50,1,6.92398
15,distance,kd_tree,50,2,7.14846
15,distance,kd_tree,100,1,6.92398
15,distance,kd_tree,100,2,7.14846
15,distance,brute,10,1,6.92398
15,distance,brute,10,2,7.14846
15,distance,brute,20,1,6.92398
15,distance,brute,20,2,7.14846
15,distance,brute,30,1,6.92398
15,distance,brute,30,2,7.14846
15,distance,brute,40,1,6.92398
15,distance,brute,40,2,7.14846
15,distance,brute,50,1,6.92398
15,distance,brute,50,2,7.14846
15,distance,brute,100,1,6.92398
15,distance,brute,100,2,7.14846
20,uniform,auto,10,1,9.041540000000001
20,uniform,auto,10,2,9.27136
20,uniform,auto,20,1,9.041540000000001
20,uniform,auto,20,2,9.27136
20,uniform,auto,30,1,9.041540000000001
20,uniform,auto,30,2,9.27136
20,uniform,auto,40,1,9.041540000000001
20,uniform,auto,40,2,9.27136
20,uniform,auto,50,1,9.041540000000001
20,uniform,auto,50,2,9.27136
20,uniform,auto,100,1,9.041540000000001
20,uniform,auto,100,2,9.27136
20,uniform,ball_tree,10,1,9.041540000000001
20,uniform,ball_tree,10,2,9.27136
20,uniform,ball_tree,20,1,9.041540000000001
20,uniform,ball_tree,20,2,9.27136
20,uniform,ball_tree,30,1,9.041540000000001
20,uniform,ball_tree,30,2,9.27136
20,uniform,ball_tree,40,1,9.041540000000001
20,uniform,ball_tree,40,2,9.27136
20,uniform,ball_tree,50,1,9.041540000000001
20,uniform,ball_tree,50,2,9.27136
20,uniform,ball_tree,100,1,9.041540000000001
20,uniform,ball_tree,100,2,9.27136
20,uniform,kd_tree,10,1,9.041540000000001
20,uniform,kd_tree,10,2,9.27136
20,uniform,kd_tree,20,1,9.041540000000001
20,uniform,kd_tree,20,2,9.27136
20,uniform,kd_tree,30,1,9.041540000000001
20,uniform,kd_tree,30,2,9.27136
20,uniform,kd_tree,40,1,9.041540000000001
20,uniform,kd_tree,40,2,9.27136
20,uniform,kd_tree,50,1,9.041540000000001
20,uniform,kd_tree,50,2,9.27136
20,uniform,kd_tree,100,1,9.041540000000001
20,uniform,kd_tree,100,2,9.27136
20,uniform,brute,10,1,9.041540000000001
20,uniform,brute,10,2,9.27136
20,uniform,brute,20,1,9.041540000000001
20,uniform,brute,20,2,9.27136
20,uniform,brute,30,1,9.041540000000001
20,uniform,brute,30,2,9.27136
20,uniform,brute,40,1,9.041540000000001
20,uniform,brute,40,2,9.27136
20,uniform,brute,50,1,9.041540000000001
20,uniform,brute,50,2,9.27136
20,uniform,brute,100,1,9.041540000000001
20,uniform,brute,100,2,9.27136
20,distance,auto,10,1,6.921679999999999
20,distance,auto,10,2,7.10928
20,distance,auto,20,1,6.921679999999999
20,distance,auto,20,2,7.10928
20,distance,auto,30,1,6.921679999999999
20,distance,auto,30,2,7.10928
20,distance,auto,40,1,6.921679999999999
20,distance,auto,40,2,7.10928
20,distance,auto,50,1,6.921679999999999
20,distance,auto,50,2,7.10928
20,distance,auto,100,1,6.921679999999999
20,distance,auto,100,2,7.10928
20,distance,ball_tree,10,1,6.921679999999999
20,distance,ball_tree,10,2,7.10928
20,distance,ball_tree,20,1,6.921679999999999
20,distance,ball_tree,20,2,7.10928
20,distance,ball_tree,30,1,6.921679999999999
20,distance,ball_tree,30,2,7.10928
20,distance,ball_tree,40,1,6.921679999999999
20,distance,ball_tree,40,2,7.10928
20,distance,ball_tree,50,1,6.921679999999999
20,distance,ball_tree,50,2,7.10928
20,distance,ball_tree,100,1,6.921679999999999
20,distance,ball_tree,100,2,7.10928
20,distance,kd_tree,10,1,6.921679999999999
20,distance,kd_tree,10,2,7.10928
20,distance,kd_tree,20,1,6.921679999999999
20,distance,kd_tree,20,2,7.10928
20,distance,kd_tree,30,1,6.921679999999999
20,distance,kd_tree,30,2,7.10928
20,distance,kd_tree,40,1,6.921679999999999
20,distance,kd_tree,40,2,7.10928
20,distance,kd_tree,50,1,6.921679999999999
20,distance,kd_tree,50,2,7.10928
20,distance,kd_tree,100,1,6.921679999999999
20,distance,kd_tree,100,2,7.10928
20,distance,brute,10,1,6.921679999999999
20,distance,brute,10,2,7.10928
20,distance,brute,20,1,6.921679999999999
20,distance,brute,20,2,7.10928
20,distance,brute,30,1,6.921679999999999
20,distance,brute,30,2,7.10928
20,distance,brute,40,1,6.921679999999999
20,distance,brute,40,2,7.10928
20,distance,brute,50,1,6.921679999999999
20,distance,brute,50,2,7.10928
20,distance,brute,100,1,6.921679999999999
20,distance,brute,100,2,7.10928
