alpha,fit_intercept,copy_X,max_iter,tol,solver,MMRE-
0.001,False,True,15000,0.1,saga,18.76068
0.001,False,True,20000,0.0001,auto,8.6786
0.001,False,True,20000,0.0001,svd,8.6786
0.001,False,True,20000,0.0001,cholesky,8.6786
0.001,False,True,20000,0.0001,lsqr,8.68862
0.001,False,True,20000,0.0001,sparse_cg,8.852100000000002
0.001,False,True,20000,0.0001,sag,8.8702
0.001,False,True,20000,0.0001,saga,9.03024
0.001,False,True,20000,0.001,auto,8.6786
0.001,False,True,20000,0.001,svd,8.6786
0.001,False,True,20000,0.001,cholesky,8.6786
0.001,False,True,20000,0.001,lsqr,8.852100000000002
0.001,False,True,20000,0.001,sparse_cg,9.725739999999998
0.001,False,True,20000,0.001,sag,9.6521
0.001,False,True,20000,0.001,saga,9.93074
0.001,False,True,20000,0.01,auto,8.6786
0.001,False,True,20000,0.01,svd,8.6786
0.001,False,True,20000,0.01,cholesky,8.6786
0.001,False,True,20000,0.01,lsqr,13.264320000000001
0.001,False,True,20000,0.01,sparse_cg,15.0203
0.001,False,True,20000,0.01,sag,12.039860000000001
0.001,False,True,20000,0.01,saga,14.418560000000003
0.001,False,True,20000,0.1,auto,8.6786
0.001,False,True,20000,0.1,svd,8.6786
0.001,False,True,20000,0.1,cholesky,8.6786
0.001,False,True,20000,0.1,lsqr,28.43476
0.001,False,True,20000,0.1,sparse_cg,49.917139999999996
0.001,False,True,20000,0.1,sag,16.14666
0.001,False,True,20000,0.1,saga,18.75158
0.001,False,True,50000,0.0001,auto,8.6786
0.001,False,True,50000,0.0001,svd,8.6786
0.001,False,True,50000,0.0001,cholesky,8.6786
0.001,False,True,50000,0.0001,lsqr,8.68862
0.001,False,True,50000,0.0001,sparse_cg,8.852100000000002
0.001,False,True,50000,0.0001,sag,8.870180000000001
0.001,False,True,50000,0.0001,saga,9.030219999999998
0.001,False,True,50000,0.001,auto,8.6786
0.001,False,True,50000,0.001,svd,8.6786
0.001,False,True,50000,0.001,cholesky,8.6786
0.001,False,True,50000,0.001,lsqr,8.852100000000002
0.001,False,True,50000,0.001,sparse_cg,9.725739999999998
0.001,False,True,50000,0.001,sag,9.65164
0.001,False,True,50000,0.001,saga,9.931059999999999
0.001,False,True,50000,0.01,auto,8.6786
0.001,False,True,50000,0.01,svd,8.6786
0.001,False,True,50000,0.01,cholesky,8.6786
0.001,False,True,50000,0.01,lsqr,13.264320000000001
0.001,False,True,50000,0.01,sparse_cg,15.0203
0.001,False,True,50000,0.01,sag,12.047379999999999
0.001,False,True,50000,0.01,saga,14.416979999999999
0.001,False,True,50000,0.1,auto,8.6786
0.001,False,True,50000,0.1,svd,8.6786
0.001,False,True,50000,0.1,cholesky,8.6786
0.001,False,True,50000,0.1,lsqr,28.43476
0.001,False,True,50000,0.1,sparse_cg,49.917139999999996
0.001,False,True,50000,0.1,sag,15.597060000000003
0.001,False,True,50000,0.1,saga,18.81876
0.001,False,False,5000,0.0001,auto,8.6786
0.001,False,False,5000,0.0001,svd,8.6786
0.001,False,False,5000,0.0001,cholesky,8.6786
0.001,False,False,5000,0.0001,lsqr,8.68862
0.001,False,False,5000,0.0001,sparse_cg,8.852100000000002
0.001,False,False,5000,0.0001,sag,8.87016
0.001,False,False,5000,0.0001,saga,9.03024
0.001,False,False,5000,0.001,auto,8.6786
0.001,False,False,5000,0.001,svd,8.6786
0.001,False,False,5000,0.001,cholesky,8.6786
0.001,False,False,5000,0.001,lsqr,8.852100000000002
0.001,False,False,5000,0.001,sparse_cg,9.725739999999998
0.001,False,False,5000,0.001,sag,9.652199999999999
0.001,False,False,5000,0.001,saga,9.931680000000002
0.001,False,False,5000,0.01,auto,8.6786
0.001,False,False,5000,0.01,svd,8.6786
0.001,False,False,5000,0.01,cholesky,8.6786
0.001,False,False,5000,0.01,lsqr,13.264320000000001
0.001,False,False,5000,0.01,sparse_cg,15.0203
0.001,False,False,5000,0.01,sag,12.044
0.001,False,False,5000,0.01,saga,14.41106
0.001,False,False,5000,0.1,auto,8.6786
0.001,False,False,5000,0.1,svd,8.6786
0.001,False,False,5000,0.1,cholesky,8.6786
0.001,False,False,5000,0.1,lsqr,28.43476
0.001,False,False,5000,0.1,sparse_cg,49.917139999999996
0.001,False,False,5000,0.1,sag,15.66252
0.001,False,False,5000,0.1,saga,18.80018
0.001,False,False,15000,0.0001,auto,8.6786
0.001,False,False,15000,0.0001,svd,8.6786
0.001,False,False,15000,0.0001,cholesky,8.6786
0.001,False,False,15000,0.0001,lsqr,8.68862
0.001,False,False,15000,0.0001,sparse_cg,8.852100000000002
0.001,False,False,15000,0.0001,sag,8.87018
