Learning_rate,N_estimators,Min_samples_split,Min_samples_leaf,Max_depth,MMRE-
0.1,10,6,20,30,201.12668
0.1,10,6,20,100,201.12668
0.1,10,10,1,5,195.5514
0.1,10,10,1,10,189.3008
0.1,10,10,1,20,189.4516
0.1,10,10,1,30,189.38298
0.1,10,10,1,100,189.41572
0.1,10,10,5,5,194.88928
0.1,10,10,5,10,189.93994
0.1,10,10,5,20,190.00922
0.1,10,10,5,30,190.01648
0.1,10,10,5,100,190.01868
0.1,10,10,10,5,195.31096
0.1,10,10,10,10,193.13786
0.1,10,10,10,20,193.10572
0.1,10,10,10,30,193.10572
0.1,10,10,10,100,193.10572
0.1,10,10,20,5,201.43476
0.1,10,10,20,10,201.12668
0.1,10,10,20,20,201.12668
0.1,10,10,20,30,201.12668
0.1,10,10,20,100,201.12668
0.1,10,20,1,5,195.36422
0.1,10,20,1,10,192.21344
0.1,10,20,1,20,192.21946
0.1,10,20,1,30,192.21706
0.1,10,20,1,100,192.1924
0.1,10,20,5,5,194.79794
0.1,10,20,5,10,192.05404
0.1,10,20,5,20,192.22064
0.1,10,20,5,30,192.22064
0.1,10,20,5,100,192.22064
0.1,10,20,10,5,195.31096
0.1,10,20,10,10,193.13786
0.1,10,20,10,20,193.10572
0.1,10,20,10,30,193.10572
0.1,10,20,10,100,193.10572
0.1,10,20,20,5,201.43476
0.1,10,20,20,10,201.12668
0.1,10,20,20,20,201.12668
0.1,10,20,20,30,201.12668
0.1,10,20,20,100,201.12668
0.1,10,40,1,5,199.04934
0.1,10,40,1,10,198.31536
0.1,10,40,1,20,198.36988
0.1,10,40,1,30,198.36918
0.1,10,40,1,100,198.37418
0.1,10,40,5,5,199.16856
0.1,10,40,5,10,198.64032
0.1,10,40,5,20,198.65672
0.1,10,40,5,30,198.65672
0.1,10,40,5,100,198.65672
0.1,10,40,10,5,198.94244
0.1,10,40,10,10,198.62584
0.1,10,40,10,20,198.62254
0.1,10,40,10,30,198.62254
0.1,10,40,10,100,198.62254
0.1,10,40,20,5,201.43476
0.1,10,40,20,10,201.12668
0.1,10,40,20,20,201.12668
0.1,10,40,20,30,201.12668
0.1,10,40,20,100,201.12668
0.1,30,2,1,5,56.35554
0.1,30,2,1,10,49.03986
0.1,30,2,1,20,52.7452
0.1,30,2,1,30,52.94956
0.1,30,2,1,100,53.0045
0.1,30,2,5,5,56.38966
0.1,30,2,5,10,49.34158
0.1,30,2,5,20,49.36258
0.1,30,2,5,30,49.34018
0.1,30,2,5,100,49.37174
0.1,30,2,10,5,57.65418
0.1,30,2,10,10,53.82562
0.1,30,2,10,20,53.90322
0.1,30,2,10,30,53.90294
0.1,30,2,10,100,53.90294
0.1,30,2,20,5,60.74422
0.1,30,2,20,10,60.53382
0.1,30,2,20,20,59.31856
0.1,30,2,20,30,59.31856
0.1,30,2,20,100,59.31856
0.1,30,6,1,5,56.8749
0.1,30,6,1,10,47.59544
0.1,30,6,1,20,48.98008
0.1,30,6,1,30,48.94552
0.1,30,6,1,100,48.7467
0.1,30,6,5,5,56.38704
0.1,30,6,5,10,49.3251
0.1,30,6,5,20,49.36656
0.1,30,6,5,30,49.3433
0.1,30,6,5,100,49.33744
0.1,30,6,10,5,57.65418
0.1,30,6,10,10,53.82562
0.1,30,6,10,20,53.90322
0.1,30,6,10,30,53.90294
0.1,30,6,10,100,53.90294
0.1,30,6,20,5,60.74422
0.1,30,6,20,10,60.53382
0.1,30,6,20,20,59.31856
0.1,30,6,20,30,59.31856
0.1,30,6,20,100,59.31856
0.1,30,10,1,5,57.82776
0.1,30,10,1,10,47.2139
0.1,30,10,1,20,47.39922
0.1,30,10,1,30,47.50404
0.1,30,10,1,100,47.41744
0.1,30,10,5,5,56.38666
0.1,30,10,5,10,49.34422
0.1,30,10,5,20,49.37564
0.1,30,10,5,30,49.35512
0.1,30,10,5,100,49.34524
0.1,30,10,10,5,57.65418
0.1,30,10,10,10,53.82562
0.1,30,10,10,20,53.90322
0.1,30,10,10,30,53.90294
0.1,30,10,10,100,53.90294
0.1,30,10,20,5,60.74422
0.1,30,10,20,10,60.53382
0.1,30,10,20,20,59.31856
0.1,30,10,20,30,59.31856
0.1,30,10,20,100,59.31856
0.1,30,20,1,5,56.86406
0.1,30,20,1,10,49.9114
0.1,30,20,1,20,49.9947
0.1,30,20,1,30,50.0156
0.1,30,20,1,100,50.02184
0.1,30,20,5,5,57.15754
0.1,30,20,5,10,50.14118
0.1,30,20,5,20,50.0289
0.1,30,20,5,30,50.0289
0.1,30,20,5,100,50.0289
0.1,30,20,10,5,57.65418
0.1,30,20,10,10,53.82562
0.1,30,20,10,20,53.90322
0.1,30,20,10,30,53.90294
0.1,30,20,10,100,53.90294
0.1,30,20,20,5,60.74422
0.1,30,20,20,10,60.53382
0.1,30,20,20,20,59.31856
0.1,30,20,20,30,59.31856
0.1,30,20,20,100,59.31856
0.1,30,40,1,5,58.10306
0.1,30,40,1,10,54.15082
0.1,30,40,1,20,53.021
0.1,30,40,1,30,53.0006
0.1,30,40,1,100,53.0127
0.1,30,40,5,5,58.24426
0.1,30,40,5,10,53.62596
0.1,30,40,5,20,53.53074
0.1,30,40,5,30,53.52826
0.1,30,40,5,100,53.52826
0.1,30,40,10,5,59.25876
0.1,30,40,10,10,55.86576
0.1,30,40,10,20,56.36346
0.1,30,40,10,30,56.36346
0.1,30,40,10,100,56.36346
0.1,30,40,20,5,60.74422
0.1,30,40,20,10,60.53382
0.1,30,40,20,20,59.31856
0.1,30,40,20,30,59.31856
0.1,30,40,20,100,59.31856
0.1,50,2,1,5,43.27788
0.1,50,2,1,10,34.33484
0.1,50,2,1,20,38.59116
0.1,50,2,1,30,38.771
0.1,50,2,1,100,38.84244
0.1,50,2,5,5,45.44474
0.1,50,2,5,10,34.98248
0.1,50,2,5,20,34.70902
0.1,50,2,5,30,34.7311
0.1,50,2,5,100,34.744
0.1,50,2,10,5,45.6148
0.1,50,2,10,10,42.12556
0.1,50,2,10,20,41.65448
0.1,50,2,10,30,41.51694
0.1,50,2,10,100,41.51694
0.1,50,2,20,5,48.67964
0.1,50,2,20,10,49.3768
0.1,50,2,20,20,48.33848
0.1,50,2,20,30,48.52174
0.1,50,2,20,100,48.52174
0.1,50,6,1,5,42.25654
0.1,50,6,1,10,32.68394
0.1,50,6,1,20,34.01864
0.1,50,6,1,30,34.08466
0.1,50,6,1,100,34.16902
0.1,50,6,5,5,45.44706
0.1,50,6,5,10,34.97952
0.1,50,6,5,20,34.72134
0.1,50,6,5,30,34.7184
0.1,50,6,5,100,34.72874
0.1,50,6,10,5,45.6148
0.1,50,6,10,10,42.12556
0.1,50,6,10,20,41.65448
0.1,50,6,10,30,41.51694
0.1,50,6,10,100,41.51694
0.1,50,6,20,5,48.67964
0.1,50,6,20,10,49.3768
0.1,50,6,20,20,48.33848
0.1,50,6,20,30,48.52174
0.1,50,6,20,100,48.52174
0.1,50,10,1,5,43.1276
0.1,50,10,1,10,32.10798
0.1,50,10,1,20,32.2307
0.1,50,10,1,30,32.0993
0.1,50,10,1,100,32.13716
0.1,50,10,5,5,45.44096
0.1,50,10,5,10,34.965
0.1,50,10,5,20,34.70888
0.1,50,10,5,30,34.74792
0.1,50,10,5,100,34.71816
0.1,50,10,10,5,45.6148
0.1,50,10,10,10,42.12556
0.1,50,10,10,20,41.65448
0.1,50,10,10,30,41.51694
0.1,50,10,10,100,41.51694
0.1,50,10,20,5,48.67964
0.1,50,10,20,10,49.3768
0.1,50,10,20,20,48.33848
0.1,50,10,20,30,48.52174
0.1,50,10,20,100,48.52174
0.1,50,20,1,5,45.20016
0.1,50,20,1,10,36.29514
0.1,50,20,1,20,35.16054
0.1,50,20,1,30,34.98166
0.1,50,20,1,100,34.9271
0.1,50,20,5,5,45.38388
0.1,50,20,5,10,35.95782
0.1,50,20,5,20,34.60418
0.1,50,20,5,30,34.77636
0.1,50,20,5,100,34.77124
0.1,50,20,10,5,45.6148
0.1,50,20,10,10,42.12556
0.1,50,20,10,20,41.65448
0.1,50,20,10,30,41.51694
0.1,50,20,10,100,41.51694
0.1,50,20,20,5,48.67964
0.1,50,20,20,10,49.3768
0.1,50,20,20,20,48.33848
0.1,50,20,20,30,48.52174
0.1,50,20,20,100,48.52174
0.1,50,40,1,5,46.8594
0.1,50,40,1,10,38.89118
0.1,50,40,1,20,40.73876
0.1,50,40,1,30,40.2286
0.1,50,40,1,100,40.26718
0.1,50,40,5,5,46.17904
0.1,50,40,5,10,37.91772
0.1,50,40,5,20,40.85126
0.1,50,40,5,30,40.3202
0.1,50,40,5,100,40.37642
0.1,50,40,10,5,46.9919
0.1,50,40,10,10,43.4917
0.1,50,40,10,20,43.32974
0.1,50,40,10,30,43.00414
0.1,50,40,10,100,43.00414
0.1,50,40,20,5,48.67964
0.1,50,40,20,10,49.3768
0.1,50,40,20,20,48.33848
0.1,50,40,20,30,48.52174
0.1,50,40,20,100,48.52174
0.1,100,2,1,5,42.4941
0.1,100,2,1,10,32.94008
0.1,100,2,1,20,37.47824
0.1,100,2,1,30,37.50642
0.1,100,2,1,100,37.2955
0.1,100,2,5,5,45.03418
0.1,100,2,5,10,33.72218
0.1,100,2,5,20,32.63144
0.1,100,2,5,30,33.39254
0.1,100,2,5,100,33.2724
0.1,100,2,10,5,44.1
0.1,100,2,10,10,40.425
0.1,100,2,10,20,41.37852
0.1,100,2,10,30,40.20984
0.1,100,2,10,100,40.55292
0.1,100,2,20,5,45.36562
0.1,100,2,20,10,48.7896
0.1,100,2,20,20,46.89172
0.1,100,2,20,30,48.00114
0.1,100,2,20,100,48.00114
0.1,100,6,1,5,39.79688
0.1,100,6,1,10,31.37192
0.1,100,6,1,20,32.20858
0.1,100,6,1,30,32.15394
0.1,100,6,1,100,32.21758
0.1,100,6,5,5,45.00502
0.1,100,6,5,10,33.6656
0.1,100,6,5,20,32.61692
0.1,100,6,5,30,33.40224
0.1,100,6,5,100,33.28542
0.1,100,6,10,5,44.1
0.1,100,6,10,10,40.425
0.1,100,6,10,20,41.37852
0.1,100,6,10,30,40.20984
0.1,100,6,10,100,40.55292
0.1,100,6,20,5,45.36562
0.1,100,6,20,10,48.7896
0.1,100,6,20,20,46.89172
0.1,100,6,20,30,48.00114
0.1,100,6,20,100,48.00114
0.1,100,10,1,5,40.8548
0.1,100,10,1,10,30.58046
0.1,100,10,1,20,30.35364
0.1,100,10,1,30,30.4577
0.1,100,10,1,100,30.4631
0.1,100,10,5,5,45.02936
0.1,100,10,5,10,33.6807
0.1,100,10,5,20,32.61984
0.1,100,10,5,30,33.40002
0.1,100,10,5,100,33.28554
0.1,100,10,10,5,44.1
0.1,100,10,10,10,40.425
0.1,100,10,10,20,41.37852
0.1,100,10,10,30,40.20984
0.1,100,10,10,100,40.55292
0.1,100,10,20,5,45.36562
0.1,100,10,20,10,48.7896
0.1,100,10,20,20,46.89172
0.1,100,10,20,30,48.00114
0.1,100,10,20,100,48.00114
0.1,100,20,1,5,43.7774
0.1,100,20,1,10,34.36978
0.1,100,20,1,20,34.20702
0.1,100,20,1,30,33.89176
0.1,100,20,1,100,33.75168
0.1,100,20,5,5,43.51452
0.1,100,20,5,10,34.03912
0.1,100,20,5,20,34.58298
0.1,100,20,5,30,34.72848
0.1,100,20,5,100,33.79196
0.1,100,20,10,5,44.1
0.1,100,20,10,10,40.425
0.1,100,20,10,20,41.37852
0.1,100,20,10,30,40.20984
0.1,100,20,10,100,40.55292
0.1,100,20,20,5,45.36562
0.1,100,20,20,10,48.7896
0.1,100,20,20,20,46.89172
0.1,100,20,20,30,48.00114
0.1,100,20,20,100,48.00114
0.1,100,40,1,5,45.63994
0.1,100,40,1,10,36.95336
0.1,100,40,1,20,39.33008
0.1,100,40,1,30,38.43682
0.1,100,40,1,100,38.20358
0.1,100,40,5,5,42.81216
0.1,100,40,5,10,35.9836
0.1,100,40,5,20,42.60116
0.1,100,40,5,30,40.90508
0.1,100,40,5,100,42.07956
0.1,100,40,10,5,46.01978
0.1,100,40,10,10,41.63418
0.1,100,40,10,20,44.94982
0.1,100,40,10,30,43.21606
0.1,100,40,10,100,42.68938
0.1,100,40,20,5,45.36562
0.1,100,40,20,10,48.7896
0.1,100,40,20,20,46.89172
0.1,100,40,20,30,48.00114
0.1,100,40,20,100,48.00114
0.1,200,2,1,5,44.49136
0.1,200,2,1,10,33.10372
0.1,200,2,1,20,37.50098
0.1,200,2,1,30,37.35634
0.1,200,2,1,100,37.66408
0.1,200,2,5,5,43.60082
0.1,200,2,5,10,33.49836
0.1,200,2,5,20,32.49178
0.1,200,2,5,30,33.37712
0.1,200,2,5,100,33.24014
0.1,200,2,10,5,45.32414
0.1,200,2,10,10,39.79758
0.1,200,2,10,20,41.13014
0.1,200,2,10,30,39.94798
0.1,200,2,10,100,40.38594
0.1,200,2,20,5,46.22308
0.1,200,2,20,10,48.86116
0.1,200,2,20,20,46.13632
0.1,200,2,20,30,47.43684
0.1,200,2,20,100,47.43684
0.1,200,6,1,5,40.44906
0.1,200,6,1,10,31.17828
0.1,200,6,1,20,32.16966
0.1,200,6,1,30,32.38478
0.1,200,6,1,100,32.32298
0.1,200,6,5,5,43.61184
0.1,200,6,5,10,33.50978
0.1,200,6,5,20,32.49166
0.1,200,6,5,30,33.3938
0.1,200,6,5,100,33.2222
0.1,200,6,10,5,45.32414
0.1,200,6,10,10,39.79758
0.1,200,6,10,20,41.13014
0.1,200,6,10,30,39.94796
0.1,200,6,10,100,40.38594
0.1,200,6,20,5,46.22308
0.1,200,6,20,10,48.86116
0.1,200,6,20,20,46.13632
0.1,200,6,20,30,47.43684
0.1,200,6,20,100,47.43684
0.1,200,10,1,5,40.6677
0.1,200,10,1,10,30.56482
0.1,200,10,1,20,30.27844
0.1,200,10,1,30,30.36308
0.1,200,10,1,100,30.41094
0.1,200,10,5,5,43.62696
0.1,200,10,5,10,33.49628
0.1,200,10,5,20,32.46864
0.1,200,10,5,30,33.39794
0.1,200,10,5,100,33.22706
0.1,200,10,10,5,45.32414
0.1,200,10,10,10,39.79758
0.1,200,10,10,20,41.13014
0.1,200,10,10,30,39.94796
0.1,200,10,10,100,40.38594
0.1,200,10,20,5,46.22308
0.1,200,10,20,10,48.86116
0.1,200,10,20,20,46.13632
0.1,200,10,20,30,47.43684
0.1,200,10,20,100,47.43684
0.1,200,20,1,5,45.63628
0.1,200,20,1,10,33.75156
0.1,200,20,1,20,34.13168
0.1,200,20,1,30,33.8286
0.1,200,20,1,100,33.64024
0.1,200,20,5,5,44.32114
0.1,200,20,5,10,33.44108
0.1,200,20,5,20,34.5459
0.1,200,20,5,30,34.58498
0.1,200,20,5,100,33.67368
0.1,200,20,10,5,45.32414
0.1,200,20,10,10,39.79758
0.1,200,20,10,20,41.13014
0.1,200,20,10,30,39.94798
0.1,200,20,10,100,40.38594
0.1,200,20,20,5,46.22308
0.1,200,20,20,10,48.86116
0.1,200,20,20,20,46.13632
0.1,200,20,20,30,47.43684
0.1,200,20,20,100,47.43684
0.1,200,40,1,5,44.32506
0.1,200,40,1,10,36.32134
0.1,200,40,1,20,38.46472
0.1,200,40,1,30,37.92762
0.1,200,40,1,100,36.80096
0.1,200,40,5,5,44.4861
0.1,200,40,5,10,34.69934
0.1,200,40,5,20,42.32544
0.1,200,40,5,30,40.70948
0.1,200,40,5,100,42.82158
0.1,200,40,10,5,44.20804
0.1,200,40,10,10,41.38192
0.1,200,40,10,20,44.36588
0.1,200,40,10,30,44.37238
0.1,200,40,10,100,43.32406
0.1,200,40,20,5,46.22308
0.1,200,40,20,10,48.86116
0.1,200,40,20,20,46.13632
0.1,200,40,20,30,47.43684
0.1,200,40,20,100,47.43684
0.1,350,2,1,5,44.74412
0.1,350,2,1,10,33.03596
0.1,350,2,1,20,37.58292
0.1,350,2,1,30,37.27564
0.1,350,2,1,100,37.4519
0.1,350,2,5,5,44.17766
0.1,350,2,5,10,33.46264
0.1,350,2,5,20,32.43114
0.1,350,2,5,30,33.37814
0.1,350,2,5,100,33.20866
0.1,350,2,10,5,43.5287
0.1,350,2,10,10,39.6051
0.1,350,2,10,20,41.0106
0.1,350,2,10,30,39.9003
0.1,350,2,10,100,40.35736
0.1,350,2,20,5,50.08478
0.1,350,2,20,10,48.18028
0.1,350,2,20,20,45.9365
0.1,350,2,20,30,46.83096
0.1,350,2,20,100,46.83096
0.1,350,6,1,5,42.06046
0.1,350,6,1,10,31.38848
0.1,350,6,1,20,32.24138
0.1,350,6,1,30,32.07548
0.1,350,6,1,100,32.26844
0.1,350,6,5,5,44.37148
0.1,350,6,5,10,33.41722
0.1,350,6,5,20,32.44116
0.1,350,6,5,30,33.36266
0.1,350,6,5,100,33.22658
0.1,350,6,10,5,43.5287
0.1,350,6,10,10,39.6051
0.1,350,6,10,20,41.0106
0.1,350,6,10,30,39.9003
0.1,350,6,10,100,40.35736
0.1,350,6,20,5,50.08478
0.1,350,6,20,10,48.18028
0.1,350,6,20,20,45.9365
0.1,350,6,20,30,46.83096
0.1,350,6,20,100,46.83096
0.1,350,10,1,5,41.28856
0.1,350,10,1,10,30.50076
0.1,350,10,1,20,30.39564
0.1,350,10,1,30,30.4479
0.1,350,10,1,100,30.40606
0.1,350,10,5,5,44.16646
0.1,350,10,5,10,33.4426
0.1,350,10,5,20,32.46194
0.1,350,10,5,30,33.37724
0.1,350,10,5,100,33.20988
0.1,350,10,10,5,43.5287
0.1,350,10,10,10,39.6051
0.1,350,10,10,20,41.0106
0.1,350,10,10,30,39.90028
0.1,350,10,10,100,40.35736
0.1,350,10,20,5,50.08478
0.1,350,10,20,10,48.18028
0.1,350,10,20,20,45.9365
0.1,350,10,20,30,46.83096
0.1,350,10,20,100,46.83096
0.1,350,20,1,5,44.93232
0.1,350,20,1,10,33.58646
0.1,350,20,1,20,34.1803
0.1,350,20,1,30,33.81934
0.1,350,20,1,100,33.65784
0.1,350,20,5,5,46.1999
0.1,350,20,5,10,33.42402
0.1,350,20,5,20,34.51728
0.1,350,20,5,30,34.59878
0.1,350,20,5,100,33.69462
0.1,350,20,10,5,43.5287
0.1,350,20,10,10,39.6051
0.1,350,20,10,20,41.0106
0.1,350,20,10,30,39.9003
0.1,350,20,10,100,40.35736
0.1,350,20,20,5,50.08478
0.1,350,20,20,10,48.18028
0.1,350,20,20,20,45.9365
0.1,350,20,20,30,46.83096
0.1,350,20,20,100,46.83096
0.1,350,40,1,5,44.7559
0.1,350,40,1,10,35.55858
0.1,350,40,1,20,38.3876
0.1,350,40,1,30,37.86822
0.1,350,40,1,100,36.8168
0.1,350,40,5,5,45.03034
0.1,350,40,5,10,34.2462
0.1,350,40,5,20,42.18766
0.1,350,40,5,30,40.81258
0.1,350,40,5,100,42.7134
0.1,350,40,10,5,43.20396
0.1,350,40,10,10,40.58426
0.1,350,40,10,20,44.31456
0.1,350,40,10,30,44.21942
0.1,350,40,10,100,43.14998
0.1,350,40,20,5,50.08478
0.1,350,40,20,10,48.18028
0.1,350,40,20,20,45.9365
0.1,350,40,20,30,46.83096
0.1,350,40,20,100,46.83096
0.1,500,2,1,5,45.76286
0.1,500,2,1,10,33.22814
0.1,500,2,1,20,37.46826
0.1,500,2,1,30,37.38462
0.1,500,2,1,100,37.40582
0.1,500,2,5,5,44.224
0.1,500,2,5,10,33.43966
0.1,500,2,5,20,32.45976
0.1,500,2,5,30,33.36136
0.1,500,2,5,100,33.1994
0.1,500,2,10,5,42.62772
0.1,500,2,10,10,39.52704
0.1,500,2,10,20,41.0334
0.1,500,2,10,30,39.95418
0.1,500,2,10,100,40.38262
0.1,500,2,20,5,50.6948
0.1,500,2,20,10,47.87084
0.1,500,2,20,20,45.93906
0.1,500,2,20,30,46.84714
0.1,500,2,20,100,46.84714
0.1,500,6,1,5,41.45306
0.1,500,6,1,10,31.38586
0.1,500,6,1,20,32.22302
0.1,500,6,1,30,32.26428
0.1,500,6,1,100,32.10924
0.1,500,6,5,5,44.00502
0.1,500,6,5,10,33.47002
0.1,500,6,5,20,32.4355
0.1,500,6,5,30,33.3593
0.1,500,6,5,100,33.2141
0.1,500,6,10,5,42.62772
0.1,500,6,10,10,39.52704
0.1,500,6,10,20,41.0334
0.1,500,6,10,30,39.95418
0.1,500,6,10,100,40.38262
0.1,500,6,20,5,50.6948
0.1,500,6,20,10,47.87084
0.1,500,6,20,20,45.93906
0.1,500,6,20,30,46.84714
0.1,500,6,20,100,46.84714
0.1,500,10,1,5,41.62
0.1,500,10,1,10,30.58418
0.1,500,10,1,20,30.35192
0.1,500,10,1,30,30.37622
0.1,500,10,1,100,30.39888
0.1,500,10,5,5,44.018
0.1,500,10,5,10,33.44868
0.1,500,10,5,20,32.44878
0.1,500,10,5,30,33.36266
0.1,500,10,5,100,33.21318
0.1,500,10,10,5,42.62772
0.1,500,10,10,10,39.52704
0.1,500,10,10,20,41.0334
0.1,500,10,10,30,39.95418
0.1,500,10,10,100,40.38262
0.1,500,10,20,5,50.6948
0.1,500,10,20,10,47.87084
0.1,500,10,20,20,45.93906
0.1,500,10,20,30,46.84714
0.1,500,10,20,100,46.84714
0.1,500,20,1,5,44.42802
0.1,500,20,1,10,33.62168
0.1,500,20,1,20,34.2001
0.1,500,20,1,30,33.98416
0.1,500,20,1,100,33.7143
0.1,500,20,5,5,46.31926
0.1,500,20,5,10,33.4276
0.1,500,20,5,20,34.51788
0.1,500,20,5,30,34.59206
0.1,500,20,5,100,33.68742
0.1,500,20,10,5,42.62772
0.1,500,20,10,10,39.52704
0.1,500,20,10,20,41.0334
0.1,500,20,10,30,39.95418
0.1,500,20,10,100,40.38262
0.1,500,20,20,5,50.6948
0.1,500,20,20,10,47.87084
0.1,500,20,20,20,45.93906
0.1,500,20,20,30,46.84714
0.1,500,20,20,100,46.84714
0.1,500,40,1,5,44.83038
0.1,500,40,1,10,35.50662
0.1,500,40,1,20,38.39358
0.1,500,40,1,30,37.833
0.1,500,40,1,100,36.83858
0.1,500,40,5,5,45.0961
0.1,500,40,5,10,34.14814
0.1,500,40,5,20,42.167
0.1,500,40,5,30,40.80448
0.1,500,40,5,100,42.69824
0.1,500,40,10,5,42.76106
0.1,500,40,10,10,40.52906
0.1,500,40,10,20,44.30146
0.1,500,40,10,30,44.24804
0.1,500,40,10,100,43.09186
0.1,500,40,20,5,50.6948
0.1,500,40,20,10,47.87084
0.1,500,40,20,20,45.93906
0.1,500,40,20,30,46.84714
0.1,500,40,20,100,46.84714
0.01,500,6,5,100,34.69136
0.01,500,6,10,5,46.37332
0.01,500,6,10,10,41.84766
0.01,500,6,10,20,40.09312
0.01,500,6,10,30,39.90632
0.01,500,6,10,100,39.94344
0.01,500,6,20,5,49.3353
0.01,500,6,20,10,48.1179
0.01,500,6,20,20,46.58608
0.01,500,6,20,30,46.81148
0.01,500,6,20,100,46.81148
0.01,500,10,1,5,45.45428
0.01,500,10,1,10,32.35508
0.01,500,10,1,20,33.11158
0.01,500,10,1,30,33.18974
0.01,500,10,1,100,33.1928
0.01,500,10,5,5,45.35826
0.01,500,10,5,10,35.40962
0.01,500,10,5,20,34.68246
0.01,500,10,5,30,34.69246
0.01,500,10,5,100,34.6888
0.01,500,10,10,5,46.37332
0.01,500,10,10,10,41.84766
0.01,500,10,10,20,40.09312
0.01,500,10,10,30,39.90634
0.01,500,10,10,100,39.94344
0.01,500,10,20,5,49.3353
0.01,500,10,20,10,48.1179
0.01,500,10,20,20,46.58608
0.01,500,10,20,30,46.81148
0.01,500,10,20,100,46.81148
0.01,500,20,1,5,45.57864
0.01,500,20,1,10,35.91046
0.01,500,20,1,20,35.5307
0.01,500,20,1,30,35.81714
0.01,500,20,1,100,35.80794
0.01,500,20,5,5,45.06278
0.01,500,20,5,10,36.68712
0.01,500,20,5,20,36.22886
0.01,500,20,5,30,36.34162
0.01,500,20,5,100,36.34022
0.01,500,20,10,5,46.37332
0.01,500,20,10,10,41.84766
0.01,500,20,10,20,40.09312
0.01,500,20,10,30,39.90634
0.01,500,20,10,100,39.94348
0.01,500,20,20,5,49.3353
0.01,500,20,20,10,48.1179
0.01,500,20,20,20,46.58608
0.01,500,20,20,30,46.81148
0.01,500,20,20,100,46.81148
0.01,500,40,1,5,45.81574
0.01,500,40,1,10,39.63552
0.01,500,40,1,20,39.17622
0.01,500,40,1,30,38.98688
0.01,500,40,1,100,39.00124
0.01,500,40,5,5,46.88358
0.01,500,40,5,10,40.28322
