N_estimators,criterion,Max_depth,Min_samples_split,Min_samples_leaf,max_features,Min_impurity_decrease,Error-
30,squared_error,20,20,10,sqrt,0.3,0.11599999999999999
30,squared_error,20,20,10,log2,0.0,0.118
30,squared_error,20,20,10,log2,0.1,0.10999999999999999
30,squared_error,20,20,10,log2,0.2,0.118
30,squared_error,20,20,10,log2,0.3,0.11399999999999999
30,squared_error,20,20,20,None,0.0,0.146
30,squared_error,20,20,20,None,0.1,0.154
30,squared_error,20,20,20,None,0.2,0.14400000000000002
30,squared_error,20,20,20,None,0.3,0.14800000000000002
30,squared_error,20,20,20,sqrt,0.0,0.15800000000000003
30,squared_error,20,20,20,sqrt,0.1,0.15000000000000002
30,squared_error,20,20,20,sqrt,0.2,0.15400000000000003
30,squared_error,20,20,20,sqrt,0.3,0.152
30,squared_error,20,20,20,log2,0.0,0.15600000000000003
30,squared_error,20,20,20,log2,0.1,0.15600000000000003
30,squared_error,20,20,20,log2,0.2,0.154
30,squared_error,20,20,20,log2,0.3,0.154
30,squared_error,20,40,1,None,0.0,0.13
30,squared_error,20,40,1,None,0.1,0.128
30,squared_error,20,40,1,None,0.2,0.128
30,squared_error,20,40,1,None,0.3,0.122
30,squared_error,20,40,1,sqrt,0.0,0.14600000000000002
30,squared_error,20,40,1,sqrt,0.1,0.154
30,squared_error,20,40,1,sqrt,0.2,0.14600000000000002
30,squared_error,20,40,1,sqrt,0.3,0.144
30,squared_error,20,40,1,log2,0.0,0.138
30,squared_error,20,40,1,log2,0.1,0.146
30,squared_error,20,40,1,log2,0.2,0.148
30,squared_error,20,40,1,log2,0.3,0.14
30,squared_error,20,40,5,None,0.0,0.126
30,squared_error,20,40,5,None,0.1,0.134
30,squared_error,20,40,5,None,0.2,0.13
30,squared_error,20,40,5,None,0.3,0.126
30,squared_error,20,40,5,sqrt,0.0,0.14200000000000002
30,squared_error,20,40,5,sqrt,0.1,0.148
30,squared_error,20,40,5,sqrt,0.2,0.14200000000000002
30,squared_error,20,40,5,sqrt,0.3,0.14
30,squared_error,20,40,5,log2,0.0,0.14400000000000002
30,squared_error,20,40,5,log2,0.1,0.14600000000000002
30,squared_error,20,40,5,log2,0.2,0.14
30,squared_error,20,40,5,log2,0.3,0.138
30,squared_error,20,40,10,None,0.0,0.13
30,squared_error,20,40,10,None,0.1,0.124
30,squared_error,20,40,10,None,0.2,0.134
30,squared_error,20,40,10,None,0.3,0.122
30,squared_error,20,40,10,sqrt,0.0,0.14800000000000002
30,squared_error,20,40,10,sqrt,0.1,0.138
30,squared_error,20,40,10,sqrt,0.2,0.14600000000000002
30,squared_error,20,40,10,sqrt,0.3,0.138
30,squared_error,20,40,10,log2,0.0,0.15
30,squared_error,20,40,10,log2,0.1,0.14200000000000002
30,squared_error,20,40,10,log2,0.2,0.138
30,squared_error,20,40,10,log2,0.3,0.14400000000000002
30,squared_error,20,40,20,None,0.0,0.14600000000000002
30,squared_error,20,40,20,None,0.1,0.14400000000000002
30,squared_error,20,40,20,None,0.2,0.14800000000000002
30,squared_error,20,40,20,None,0.3,0.14800000000000002
30,squared_error,20,40,20,sqrt,0.0,0.156
30,squared_error,20,40,20,sqrt,0.1,0.15
30,squared_error,20,40,20,sqrt,0.2,0.156
30,squared_error,20,40,20,sqrt,0.3,0.158
30,squared_error,20,40,20,log2,0.0,0.15200000000000002
30,squared_error,20,40,20,log2,0.1,0.152
30,squared_error,20,40,20,log2,0.2,0.158
30,squared_error,20,40,20,log2,0.3,0.152
30,squared_error,30,2,1,None,0.0,0.03
30,squared_error,30,2,1,None,0.1,0.03
30,squared_error,30,2,1,None,0.2,0.03
30,squared_error,30,2,1,None,0.3,0.03
30,squared_error,30,2,1,sqrt,0.0,0.05
30,squared_error,30,2,1,sqrt,0.1,0.052000000000000005
30,squared_error,30,2,1,sqrt,0.2,0.054000000000000006
30,squared_error,30,2,1,sqrt,0.3,0.05
30,squared_error,30,2,1,log2,0.0,0.052000000000000005
30,squared_error,30,2,1,log2,0.1,0.05
30,squared_error,30,2,1,log2,0.2,0.05
30,squared_error,30,2,1,log2,0.3,0.048
30,squared_error,30,2,5,None,0.0,0.032
30,squared_error,30,2,5,None,0.1,0.032
30,squared_error,30,2,5,None,0.2,0.032
30,squared_error,30,2,5,None,0.3,0.032
30,squared_error,30,2,5,sqrt,0.0,0.086
30,squared_error,30,2,5,sqrt,0.1,0.09000000000000001
30,squared_error,30,2,5,sqrt,0.2,0.09
30,squared_error,30,2,5,sqrt,0.3,0.084
30,squared_error,30,2,5,log2,0.0,0.086
30,squared_error,30,2,5,log2,0.1,0.086
30,squared_error,30,2,5,log2,0.2,0.088
30,squared_error,30,2,5,log2,0.3,0.08800000000000001
30,squared_error,30,2,10,None,0.0,0.07
30,squared_error,30,2,10,None,0.1,0.068
30,squared_error,30,2,10,None,0.2,0.068
30,squared_error,30,2,10,None,0.3,0.068
30,squared_error,30,2,10,sqrt,0.0,0.118
30,squared_error,30,2,10,sqrt,0.1,0.12
30,squared_error,30,2,10,sqrt,0.2,0.122
30,squared_error,30,2,10,sqrt,0.3,0.12
30,squared_error,30,2,10,log2,0.0,0.118
30,squared_error,30,2,10,log2,0.1,0.12
30,squared_error,30,2,10,log2,0.2,0.122
30,squared_error,30,2,10,log2,0.3,0.122
30,squared_error,30,2,20,None,0.0,0.15
30,squared_error,30,2,20,None,0.1,0.14400000000000002
30,squared_error,30,2,20,None,0.2,0.154
30,squared_error,30,2,20,None,0.3,0.14600000000000002
30,squared_error,30,2,20,sqrt,0.0,0.158
30,squared_error,30,2,20,sqrt,0.1,0.164
30,squared_error,30,2,20,sqrt,0.2,0.152
30,squared_error,30,2,20,sqrt,0.3,0.15400000000000003
30,squared_error,30,2,20,log2,0.0,0.15200000000000002
30,squared_error,30,2,20,log2,0.1,0.15
30,squared_error,30,2,20,log2,0.2,0.152
30,squared_error,30,2,20,log2,0.3,0.164
30,squared_error,30,6,1,None,0.0,0.032
30,squared_error,30,6,1,None,0.1,0.032
30,squared_error,30,6,1,None,0.2,0.032
30,squared_error,30,6,1,None,0.3,0.032
30,squared_error,30,6,1,sqrt,0.0,0.064
30,squared_error,30,6,1,sqrt,0.1,0.066
30,squared_error,30,6,1,sqrt,0.2,0.07
30,squared_error,30,6,1,sqrt,0.3,0.066
30,squared_error,30,6,1,log2,0.0,0.068
30,squared_error,30,6,1,log2,0.1,0.068
30,squared_error,30,6,1,log2,0.2,0.064
30,squared_error,30,6,1,log2,0.3,0.068
30,squared_error,30,6,5,None,0.0,0.032
30,squared_error,30,6,5,None,0.1,0.032
30,squared_error,30,6,5,None,0.2,0.032
30,squared_error,30,6,5,None,0.3,0.032
30,squared_error,30,6,5,sqrt,0.0,0.088
30,squared_error,30,6,5,sqrt,0.1,0.09
30,squared_error,30,6,5,sqrt,0.2,0.088
30,squared_error,30,6,5,sqrt,0.3,0.084
30,squared_error,30,6,5,log2,0.0,0.086
30,squared_error,30,6,5,log2,0.1,0.08600000000000001
30,squared_error,30,6,5,log2,0.2,0.092
30,squared_error,30,6,5,log2,0.3,0.086
30,squared_error,30,6,10,None,0.0,0.066
30,squared_error,30,6,10,None,0.1,0.07
30,squared_error,30,6,10,None,0.2,0.068
30,squared_error,30,6,10,None,0.3,0.07
30,squared_error,30,6,10,sqrt,0.0,0.11399999999999999
30,squared_error,30,6,10,sqrt,0.1,0.122
30,squared_error,30,6,10,sqrt,0.2,0.12
30,squared_error,30,6,10,sqrt,0.3,0.126
30,squared_error,30,6,10,log2,0.0,0.126
30,squared_error,30,6,10,log2,0.1,0.12
30,squared_error,30,6,10,log2,0.2,0.126
30,squared_error,30,6,10,log2,0.3,0.11399999999999999
30,squared_error,30,6,20,None,0.0,0.14800000000000002
30,squared_error,30,6,20,None,0.1,0.15
30,squared_error,30,6,20,None,0.2,0.15
30,squared_error,30,6,20,None,0.3,0.152
30,squared_error,30,6,20,sqrt,0.0,0.15
30,squared_error,30,6,20,sqrt,0.1,0.156
30,squared_error,30,6,20,sqrt,0.2,0.14600000000000002
30,squared_error,30,6,20,sqrt,0.3,0.154
30,squared_error,30,6,20,log2,0.0,0.156
30,squared_error,30,6,20,log2,0.1,0.154
30,squared_error,30,6,20,log2,0.2,0.16
30,squared_error,30,6,20,log2,0.3,0.148
30,squared_error,30,10,1,None,0.0,0.032
30,squared_error,30,10,1,None,0.1,0.032
30,squared_error,30,10,1,None,0.2,0.032
30,squared_error,30,10,1,None,0.3,0.032
30,squared_error,30,10,1,sqrt,0.0,0.08
30,squared_error,30,10,1,sqrt,0.1,0.07600000000000001
30,squared_error,30,10,1,sqrt,0.2,0.084
30,squared_error,30,10,1,sqrt,0.3,0.082
30,squared_error,30,10,1,log2,0.0,0.082
30,squared_error,30,10,1,log2,0.1,0.08
30,squared_error,30,10,1,log2,0.2,0.084
30,squared_error,30,10,1,log2,0.3,0.08199999999999999
30,squared_error,30,10,5,None,0.0,0.032
30,squared_error,30,10,5,None,0.1,0.032
30,squared_error,30,10,5,None,0.2,0.032
30,squared_error,30,10,5,None,0.3,0.032
30,squared_error,30,10,5,sqrt,0.0,0.088
30,squared_error,30,10,5,sqrt,0.1,0.086
30,squared_error,30,10,5,sqrt,0.2,0.088
30,squared_error,30,10,5,sqrt,0.3,0.08800000000000001
30,squared_error,30,10,5,log2,0.0,0.08600000000000001
30,squared_error,30,10,5,log2,0.1,0.086
30,squared_error,30,10,5,log2,0.2,0.08199999999999999
30,squared_error,30,10,5,log2,0.3,0.082
30,squared_error,30,10,10,None,0.0,0.068
30,squared_error,30,10,10,None,0.1,0.068
30,squared_error,30,10,10,None,0.2,0.068
30,squared_error,30,10,10,None,0.3,0.068
30,squared_error,30,10,10,sqrt,0.0,0.118
30,squared_error,30,10,10,sqrt,0.1,0.11599999999999999
30,squared_error,30,10,10,sqrt,0.2,0.118
30,squared_error,30,10,10,sqrt,0.3,0.11200000000000002
30,squared_error,30,10,10,log2,0.0,0.11599999999999999
30,squared_error,30,10,10,log2,0.1,0.11599999999999999
30,squared_error,30,10,10,log2,0.2,0.11399999999999999
30,squared_error,30,10,10,log2,0.3,0.11800000000000002
30,squared_error,30,10,20,None,0.0,0.15
30,squared_error,30,10,20,None,0.1,0.15
30,squared_error,30,10,20,None,0.2,0.14400000000000002
30,squared_error,30,10,20,None,0.3,0.152
30,squared_error,30,10,20,sqrt,0.0,0.15400000000000003
30,squared_error,30,10,20,sqrt,0.1,0.15200000000000002
30,squared_error,30,10,20,sqrt,0.2,0.152
30,squared_error,30,10,20,sqrt,0.3,0.15200000000000002
30,squared_error,30,10,20,log2,0.0,0.148
30,squared_error,30,10,20,log2,0.1,0.16
30,squared_error,30,10,20,log2,0.2,0.154
30,squared_error,30,10,20,log2,0.3,0.15000000000000002
30,squared_error,30,20,1,None,0.0,0.057999999999999996
30,squared_error,30,20,1,None,0.1,0.05600000000000001
30,squared_error,30,20,1,None,0.2,0.057999999999999996
30,squared_error,30,20,1,None,0.3,0.05600000000000001
30,squared_error,30,20,1,sqrt,0.0,0.11000000000000001
30,squared_error,30,20,1,sqrt,0.1,0.10600000000000001
30,squared_error,30,20,1,sqrt,0.2,0.10400000000000001
30,squared_error,30,20,1,sqrt,0.3,0.098
30,squared_error,30,20,1,log2,0.0,0.11199999999999999
30,squared_error,30,20,1,log2,0.1,0.1
30,squared_error,30,20,1,log2,0.2,0.10400000000000001
30,squared_error,30,20,1,log2,0.3,0.10400000000000001
30,squared_error,30,20,5,None,0.0,0.05600000000000001
30,squared_error,30,20,5,None,0.1,0.054000000000000006
30,squared_error,30,20,5,None,0.2,0.05600000000000001
30,squared_error,30,20,5,None,0.3,0.055999999999999994
30,squared_error,30,20,5,sqrt,0.0,0.1
30,squared_error,30,20,5,sqrt,0.1,0.11000000000000001
30,squared_error,30,20,5,sqrt,0.2,0.10800000000000001
30,squared_error,30,20,5,sqrt,0.3,0.10400000000000001
30,squared_error,30,20,5,log2,0.0,0.10600000000000001
30,squared_error,30,20,5,log2,0.1,0.10800000000000001
30,squared_error,30,20,5,log2,0.2,0.10400000000000001
30,squared_error,30,20,5,log2,0.3,0.10600000000000001
30,squared_error,30,20,10,None,0.0,0.068
30,squared_error,30,20,10,None,0.1,0.07
30,squared_error,30,20,10,None,0.2,0.068
30,squared_error,30,20,10,None,0.3,0.068
30,squared_error,30,20,10,sqrt,0.0,0.11199999999999999
30,squared_error,30,20,10,sqrt,0.1,0.124
30,squared_error,30,20,10,sqrt,0.2,0.10999999999999999
30,squared_error,30,20,10,sqrt,0.3,0.11399999999999999
30,squared_error,30,20,10,log2,0.0,0.124
30,squared_error,30,20,10,log2,0.1,0.11200000000000002
30,squared_error,30,20,10,log2,0.2,0.11399999999999999
30,squared_error,30,20,10,log2,0.3,0.11400000000000002
30,squared_error,30,20,20,None,0.0,0.148
30,squared_error,30,20,20,None,0.1,0.15
30,squared_error,30,20,20,None,0.2,0.14600000000000002
30,squared_error,30,20,20,None,0.3,0.14400000000000002
30,squared_error,30,20,20,sqrt,0.0,0.14200000000000002
30,squared_error,30,20,20,sqrt,0.1,0.156
30,squared_error,30,20,20,sqrt,0.2,0.15400000000000003
30,squared_error,30,20,20,sqrt,0.3,0.162
30,squared_error,30,20,20,log2,0.0,0.162
30,squared_error,30,20,20,log2,0.1,0.152
30,squared_error,30,20,20,log2,0.2,0.15999999999999998
30,squared_error,30,20,20,log2,0.3,0.15000000000000002
30,squared_error,30,40,1,None,0.0,0.13
30,squared_error,30,40,1,None,0.1,0.128
30,squared_error,30,40,1,None,0.2,0.132
30,squared_error,30,40,1,None,0.3,0.128
30,squared_error,30,40,1,sqrt,0.0,0.14200000000000002
30,squared_error,30,40,1,sqrt,0.1,0.14200000000000002
30,squared_error,30,40,1,sqrt,0.2,0.15000000000000002
30,squared_error,30,40,1,sqrt,0.3,0.14200000000000002
30,squared_error,30,40,1,log2,0.0,0.14800000000000002
30,squared_error,30,40,1,log2,0.1,0.14200000000000002
30,squared_error,30,40,1,log2,0.2,0.134
30,squared_error,30,40,1,log2,0.3,0.14600000000000002
30,squared_error,30,40,5,None,0.0,0.13
30,squared_error,30,40,5,None,0.1,0.13
30,squared_error,30,40,5,None,0.2,0.13
30,squared_error,30,40,5,None,0.3,0.126
30,squared_error,30,40,5,sqrt,0.0,0.14
30,squared_error,30,40,5,sqrt,0.1,0.146
30,squared_error,30,40,5,sqrt,0.2,0.14600000000000002
30,squared_error,30,40,5,sqrt,0.3,0.14
30,squared_error,30,40,5,log2,0.0,0.138
30,squared_error,30,40,5,log2,0.1,0.138
30,squared_error,30,40,5,log2,0.2,0.14
30,squared_error,30,40,5,log2,0.3,0.14
30,squared_error,30,40,10,None,0.0,0.128
30,squared_error,30,40,10,None,0.1,0.13
30,squared_error,30,40,10,None,0.2,0.128
30,squared_error,30,40,10,None,0.3,0.13
30,squared_error,30,40,10,sqrt,0.0,0.14400000000000002
30,squared_error,30,40,10,sqrt,0.1,0.14200000000000002
30,squared_error,30,40,10,sqrt,0.2,0.15400000000000003
30,squared_error,30,40,10,sqrt,0.3,0.152
30,squared_error,30,40,10,log2,0.0,0.14200000000000002
30,squared_error,30,40,10,log2,0.1,0.14
30,squared_error,30,40,10,log2,0.2,0.14400000000000002
30,squared_error,30,40,10,log2,0.3,0.14400000000000002
30,squared_error,30,40,20,None,0.0,0.14800000000000002
30,squared_error,30,40,20,None,0.1,0.152
30,squared_error,30,40,20,None,0.2,0.148
30,squared_error,30,40,20,None,0.3,0.14600000000000002
30,squared_error,30,40,20,sqrt,0.0,0.15
30,squared_error,30,40,20,sqrt,0.1,0.158
30,squared_error,30,40,20,sqrt,0.2,0.14800000000000002
30,squared_error,30,40,20,sqrt,0.3,0.166
30,squared_error,30,40,20,log2,0.0,0.154
30,squared_error,30,40,20,log2,0.1,0.15000000000000002
30,squared_error,30,40,20,log2,0.2,0.156
30,squared_error,30,40,20,log2,0.3,0.152
30,squared_error,None,2,1,None,0.0,0.03
30,squared_error,None,2,1,None,0.1,0.03
30,squared_error,None,2,1,None,0.2,0.028000000000000004
30,squared_error,None,2,1,None,0.3,0.03
30,squared_error,None,2,1,sqrt,0.0,0.05
30,squared_error,None,2,1,sqrt,0.1,0.05
30,squared_error,None,2,1,sqrt,0.2,0.05
30,squared_error,None,2,1,sqrt,0.3,0.05
30,squared_error,None,2,1,log2,0.0,0.052000000000000005
30,squared_error,None,2,1,log2,0.1,0.054000000000000006
30,squared_error,None,2,1,log2,0.2,0.052000000000000005
30,squared_error,None,2,1,log2,0.3,0.054000000000000006
30,squared_error,None,2,5,None,0.0,0.032
30,squared_error,None,2,5,None,0.1,0.032
30,squared_error,None,2,5,None,0.2,0.032
30,squared_error,None,2,5,None,0.3,0.032
30,squared_error,None,2,5,sqrt,0.0,0.09
30,squared_error,None,2,5,sqrt,0.1,0.09
30,squared_error,None,2,5,sqrt,0.2,0.094
30,squared_error,None,2,5,sqrt,0.3,0.094
30,squared_error,None,2,5,log2,0.0,0.08800000000000001
30,squared_error,None,2,5,log2,0.1,0.09000000000000001
30,squared_error,None,2,5,log2,0.2,0.086
30,squared_error,None,2,5,log2,0.3,0.09000000000000001
30,squared_error,None,2,10,None,0.0,0.07
30,squared_error,None,2,10,None,0.1,0.07
30,squared_error,None,2,10,None,0.2,0.068
30,squared_error,None,2,10,None,0.3,0.068
30,squared_error,None,2,10,sqrt,0.0,0.122
30,squared_error,None,2,10,sqrt,0.1,0.11399999999999999
30,squared_error,None,2,10,sqrt,0.2,0.11800000000000002
30,squared_error,None,2,10,sqrt,0.3,0.11599999999999999
30,squared_error,None,2,10,log2,0.0,0.118
30,squared_error,None,2,10,log2,0.1,0.11400000000000002
30,squared_error,None,2,10,log2,0.2,0.12
30,squared_error,None,2,10,log2,0.3,0.118
30,squared_error,None,2,20,None,0.0,0.148
30,squared_error,None,2,20,None,0.1,0.15
30,squared_error,None,2,20,None,0.2,0.148
30,squared_error,None,2,20,None,0.3,0.148
30,squared_error,None,2,20,sqrt,0.0,0.162
30,squared_error,None,2,20,sqrt,0.1,0.152
30,squared_error,None,2,20,sqrt,0.2,0.15000000000000002
30,squared_error,None,2,20,sqrt,0.3,0.16000000000000003
30,squared_error,None,2,20,log2,0.0,0.14800000000000002
30,squared_error,None,2,20,log2,0.1,0.168
30,squared_error,None,2,20,log2,0.2,0.16200000000000003
30,squared_error,None,2,20,log2,0.3,0.14800000000000002
30,squared_error,None,6,1,None,0.0,0.032
30,squared_error,None,6,1,None,0.1,0.032
30,squared_error,None,6,1,None,0.2,0.032
30,squared_error,None,6,1,None,0.3,0.032
30,squared_error,None,6,1,sqrt,0.0,0.068
30,squared_error,None,6,1,sqrt,0.1,0.066
30,squared_error,None,6,1,sqrt,0.2,0.068
30,squared_error,None,6,1,sqrt,0.3,0.07200000000000001
30,squared_error,None,6,1,log2,0.0,0.062
30,squared_error,None,6,1,log2,0.1,0.068
30,squared_error,None,6,1,log2,0.2,0.068
30,squared_error,None,6,1,log2,0.3,0.064
30,squared_error,None,6,5,None,0.0,0.032
30,squared_error,None,6,5,None,0.1,0.032
30,squared_error,None,6,5,None,0.2,0.032
30,squared_error,None,6,5,None,0.3,0.032
30,squared_error,None,6,5,sqrt,0.0,0.088
30,squared_error,None,6,5,sqrt,0.1,0.092
30,squared_error,None,6,5,sqrt,0.2,0.09
30,squared_error,None,6,5,sqrt,0.3,0.086
30,squared_error,None,6,5,log2,0.0,0.08399999999999999
30,squared_error,None,6,5,log2,0.1,0.09200000000000001
30,squared_error,None,6,5,log2,0.2,0.092
30,squared_error,None,6,5,log2,0.3,0.08600000000000001
30,squared_error,None,6,10,None,0.0,0.066
30,squared_error,None,6,10,None,0.1,0.068
30,squared_error,None,6,10,None,0.2,0.07
30,squared_error,None,6,10,None,0.3,0.068
30,squared_error,None,6,10,sqrt,0.0,0.126
30,squared_error,None,6,10,sqrt,0.1,0.12000000000000002
30,squared_error,None,6,10,sqrt,0.2,0.126
30,squared_error,None,6,10,sqrt,0.3,0.11399999999999999
30,squared_error,None,6,10,log2,0.0,0.118
30,squared_error,None,6,10,log2,0.1,0.10800000000000001
30,squared_error,None,6,10,log2,0.2,0.122
30,squared_error,None,6,10,log2,0.3,0.124
30,squared_error,None,6,20,None,0.0,0.14400000000000002
30,squared_error,None,6,20,None,0.1,0.14
30,squared_error,None,6,20,None,0.2,0.15000000000000002
30,squared_error,None,6,20,None,0.3,0.14600000000000002
30,squared_error,None,6,20,sqrt,0.0,0.15400000000000003
30,squared_error,None,6,20,sqrt,0.1,0.154
30,squared_error,None,6,20,sqrt,0.2,0.152
30,squared_error,None,6,20,sqrt,0.3,0.156
30,squared_error,None,6,20,log2,0.0,0.162
30,squared_error,None,6,20,log2,0.1,0.162
30,squared_error,None,6,20,log2,0.2,0.15
30,squared_error,None,6,20,log2,0.3,0.158
30,squared_error,None,10,1,None,0.0,0.032
30,squared_error,None,10,1,None,0.1,0.032
30,squared_error,None,10,1,None,0.2,0.032
30,squared_error,None,10,1,None,0.3,0.032
30,squared_error,None,10,1,sqrt,0.0,0.08
30,squared_error,None,10,1,sqrt,0.1,0.084
30,squared_error,None,10,1,sqrt,0.2,0.08
30,squared_error,None,10,1,sqrt,0.3,0.07600000000000001
30,squared_error,None,10,1,log2,0.0,0.086
30,squared_error,None,10,1,log2,0.1,0.082
30,squared_error,None,10,1,log2,0.2,0.082
30,squared_error,None,10,1,log2,0.3,0.07800000000000001
30,squared_error,None,10,5,None,0.0,0.032
30,squared_error,None,10,5,None,0.1,0.032
30,squared_error,None,10,5,None,0.2,0.032
30,squared_error,None,10,5,None,0.3,0.032
30,squared_error,None,10,5,sqrt,0.0,0.082
30,squared_error,None,10,5,sqrt,0.1,0.08399999999999999
30,squared_error,None,10,5,sqrt,0.2,0.08600000000000001
30,squared_error,None,10,5,sqrt,0.3,0.082
30,squared_error,None,10,5,log2,0.0,0.082
30,squared_error,None,10,5,log2,0.1,0.088
30,squared_error,None,10,5,log2,0.2,0.084
30,squared_error,None,10,5,log2,0.3,0.09400000000000001
30,squared_error,None,10,10,None,0.0,0.07
30,squared_error,None,10,10,None,0.1,0.068
30,squared_error,None,10,10,None,0.2,0.07
30,squared_error,None,10,10,None,0.3,0.066
30,squared_error,None,10,10,sqrt,0.0,0.11599999999999999
30,squared_error,None,10,10,sqrt,0.1,0.122
30,squared_error,None,10,10,sqrt,0.2,0.11599999999999999
30,squared_error,None,10,10,sqrt,0.3,0.11399999999999999
30,squared_error,None,10,10,log2,0.0,0.12
30,squared_error,None,10,10,log2,0.1,0.118
30,squared_error,None,10,10,log2,0.2,0.11400000000000002
30,squared_error,None,10,10,log2,0.3,0.12
30,squared_error,None,10,20,None,0.0,0.14600000000000002
30,squared_error,None,10,20,None,0.1,0.14400000000000002
30,squared_error,None,10,20,None,0.2,0.146
30,squared_error,None,10,20,None,0.3,0.148
30,squared_error,None,10,20,sqrt,0.0,0.158
30,squared_error,None,10,20,sqrt,0.1,0.16
30,squared_error,None,10,20,sqrt,0.2,0.156
30,squared_error,None,10,20,sqrt,0.3,0.15200000000000002
30,squared_error,None,10,20,log2,0.0,0.15400000000000003
30,squared_error,None,10,20,log2,0.1,0.15
30,squared_error,None,10,20,log2,0.2,0.16
30,squared_error,None,10,20,log2,0.3,0.166
30,squared_error,None,20,1,None,0.0,0.057999999999999996
30,squared_error,None,20,1,None,0.1,0.05600000000000001
30,squared_error,None,20,1,None,0.2,0.06
30,squared_error,None,20,1,None,0.3,0.057999999999999996
30,squared_error,None,20,1,sqrt,0.0,0.10400000000000001
30,squared_error,None,20,1,sqrt,0.1,0.11000000000000001
30,squared_error,None,20,1,sqrt,0.2,0.10600000000000001
30,squared_error,None,20,1,sqrt,0.3,0.10400000000000001
30,squared_error,None,20,1,log2,0.0,0.10599999999999998
30,squared_error,None,20,1,log2,0.1,0.10600000000000001
30,squared_error,None,20,1,log2,0.2,0.10800000000000001
30,squared_error,None,20,1,log2,0.3,0.10600000000000001
30,squared_error,None,20,5,None,0.0,0.057999999999999996
30,squared_error,None,20,5,None,0.1,0.057999999999999996
30,squared_error,None,20,5,None,0.2,0.057999999999999996
30,squared_error,None,20,5,None,0.3,0.057999999999999996
30,squared_error,None,20,5,sqrt,0.0,0.11200000000000002
30,squared_error,None,20,5,sqrt,0.1,0.10600000000000001
30,squared_error,None,20,5,sqrt,0.2,0.10400000000000001
30,squared_error,None,20,5,sqrt,0.3,0.11000000000000001
30,squared_error,None,20,5,log2,0.0,0.10999999999999999
30,squared_error,None,20,5,log2,0.1,0.10600000000000001
30,squared_error,None,20,5,log2,0.2,0.11000000000000001
30,squared_error,None,20,5,log2,0.3,0.11399999999999999
30,squared_error,None,20,10,None,0.0,0.07
30,squared_error,None,20,10,None,0.1,0.07
30,squared_error,None,20,10,None,0.2,0.07
30,squared_error,None,20,10,None,0.3,0.068
30,squared_error,None,20,10,sqrt,0.0,0.118
30,squared_error,None,20,10,sqrt,0.1,0.11399999999999999
30,squared_error,None,20,10,sqrt,0.2,0.124
30,squared_error,None,20,10,sqrt,0.3,0.118
30,squared_error,None,20,10,log2,0.0,0.11200000000000002
30,squared_error,None,20,10,log2,0.1,0.11599999999999999
30,squared_error,None,20,10,log2,0.2,0.11199999999999999
30,squared_error,None,20,10,log2,0.3,0.12
30,squared_error,None,20,20,None,0.0,0.148
30,squared_error,None,20,20,None,0.1,0.144
30,squared_error,None,20,20,None,0.2,0.14400000000000002
30,squared_error,None,20,20,None,0.3,0.14200000000000002
30,squared_error,None,20,20,sqrt,0.0,0.156
30,squared_error,None,20,20,sqrt,0.1,0.16
30,squared_error,None,20,20,sqrt,0.2,0.17
30,squared_error,None,20,20,sqrt,0.3,0.154
30,squared_error,None,20,20,log2,0.0,0.156
30,squared_error,None,20,20,log2,0.1,0.14600000000000002
30,squared_error,None,20,20,log2,0.2,0.14
30,squared_error,None,20,20,log2,0.3,0.158
30,squared_error,None,40,1,None,0.0,0.126
30,squared_error,None,40,1,None,0.1,0.128
30,squared_error,None,40,1,None,0.2,0.128
30,squared_error,None,40,1,None,0.3,0.128
30,squared_error,None,40,1,sqrt,0.0,0.136
30,squared_error,None,40,1,sqrt,0.1,0.14
30,squared_error,None,40,1,sqrt,0.2,0.14
30,squared_error,None,40,1,sqrt,0.3,0.14200000000000002
30,squared_error,None,40,1,log2,0.0,0.14600000000000002
30,squared_error,None,40,1,log2,0.1,0.14400000000000002
30,squared_error,None,40,1,log2,0.2,0.136
30,squared_error,None,40,1,log2,0.3,0.138
30,squared_error,None,40,5,None,0.0,0.126
30,squared_error,None,40,5,None,0.1,0.13
30,squared_error,None,40,5,None,0.2,0.132
30,squared_error,None,40,5,None,0.3,0.13
30,squared_error,None,40,5,sqrt,0.0,0.14
30,squared_error,None,40,5,sqrt,0.1,0.14
30,squared_error,None,40,5,sqrt,0.2,0.136
30,squared_error,None,40,5,sqrt,0.3,0.134
30,squared_error,None,40,5,log2,0.0,0.14200000000000002
30,squared_error,None,40,5,log2,0.1,0.132
30,squared_error,None,40,5,log2,0.2,0.14200000000000002
30,squared_error,None,40,5,log2,0.3,0.14400000000000002
30,squared_error,None,40,10,None,0.0,0.128
30,squared_error,None,40,10,None,0.1,0.13
30,squared_error,None,40,10,None,0.2,0.128
30,squared_error,None,40,10,None,0.3,0.128
30,squared_error,None,40,10,sqrt,0.0,0.146
30,squared_error,None,40,10,sqrt,0.1,0.15
30,squared_error,None,40,10,sqrt,0.2,0.14600000000000002
30,squared_error,None,40,10,sqrt,0.3,0.14200000000000002
30,squared_error,None,40,10,log2,0.0,0.136
30,squared_error,None,40,10,log2,0.1,0.14600000000000002
30,squared_error,None,40,10,log2,0.2,0.128
30,squared_error,None,40,10,log2,0.3,0.146
30,squared_error,None,40,20,None,0.0,0.14400000000000002
