n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,min_impurity_decrease,error
200,squared_error,5.0,6,5,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,6,5,NoneValue,0.1,0.1139999999999999
200,squared_error,5.0,6,5,NoneValue,0.2,0.112
200,squared_error,5.0,6,5,NoneValue,0.3,0.1139999999999999
200,squared_error,5.0,6,5,sqrt,0.0,0.136
200,squared_error,5.0,6,5,sqrt,0.1,0.134
200,squared_error,5.0,6,5,sqrt,0.2,0.138
200,squared_error,5.0,6,5,sqrt,0.3,0.132
200,squared_error,5.0,6,5,log2,0.0,0.136
200,squared_error,5.0,6,5,log2,0.1,0.134
200,squared_error,5.0,6,5,log2,0.2,0.136
200,squared_error,5.0,6,5,log2,0.3,0.134
200,squared_error,5.0,6,10,NoneValue,0.0,0.126
200,squared_error,5.0,6,10,NoneValue,0.1,0.128
200,squared_error,5.0,6,10,NoneValue,0.2,0.126
200,squared_error,5.0,6,10,NoneValue,0.3,0.126
200,squared_error,5.0,6,10,sqrt,0.0,0.138
200,squared_error,5.0,6,10,sqrt,0.1,0.14
200,squared_error,5.0,6,10,sqrt,0.2,0.14
200,squared_error,5.0,6,10,sqrt,0.3,0.142
200,squared_error,5.0,6,10,log2,0.0,0.142
200,squared_error,5.0,6,10,log2,0.1,0.146
200,squared_error,5.0,6,10,log2,0.2,0.142
200,squared_error,5.0,6,10,log2,0.3,0.142
200,squared_error,5.0,6,20,NoneValue,0.0,0.176
200,squared_error,5.0,6,20,NoneValue,0.1,0.178
200,squared_error,5.0,6,20,NoneValue,0.2,0.176
200,squared_error,5.0,6,20,NoneValue,0.3,0.178
200,squared_error,5.0,6,20,sqrt,0.0,0.16
200,squared_error,5.0,6,20,sqrt,0.1,0.166
200,squared_error,5.0,6,20,sqrt,0.2,0.158
200,squared_error,5.0,6,20,sqrt,0.3,0.162
200,squared_error,5.0,6,20,log2,0.0,0.16
200,squared_error,5.0,6,20,log2,0.1,0.162
200,squared_error,5.0,6,20,log2,0.2,0.158
200,squared_error,5.0,6,20,log2,0.3,0.156
200,squared_error,5.0,10,1,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,10,1,NoneValue,0.1,0.1139999999999999
200,squared_error,5.0,10,1,NoneValue,0.2,0.112
200,squared_error,5.0,10,1,NoneValue,0.3,0.112
200,squared_error,5.0,10,1,sqrt,0.0,0.134
200,squared_error,5.0,10,1,sqrt,0.1,0.132
200,squared_error,5.0,10,1,sqrt,0.2,0.13
200,squared_error,5.0,10,1,sqrt,0.3,0.138
200,squared_error,5.0,10,1,log2,0.0,0.138
200,squared_error,5.0,10,1,log2,0.1,0.134
200,squared_error,5.0,10,1,log2,0.2,0.134
200,squared_error,5.0,10,1,log2,0.3,0.134
200,squared_error,5.0,10,5,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,10,5,NoneValue,0.1,0.112
200,squared_error,5.0,10,5,NoneValue,0.2,0.112
200,squared_error,5.0,10,5,NoneValue,0.3,0.1139999999999999
200,squared_error,5.0,10,5,sqrt,0.0,0.132
200,squared_error,5.0,10,5,sqrt,0.1,0.132
200,squared_error,5.0,10,5,sqrt,0.2,0.136
200,squared_error,5.0,10,5,sqrt,0.3,0.13
200,squared_error,5.0,10,5,log2,0.0,0.136
200,squared_error,5.0,10,5,log2,0.1,0.134
200,squared_error,5.0,10,5,log2,0.2,0.134
200,squared_error,5.0,10,5,log2,0.3,0.134
200,squared_error,5.0,10,10,NoneValue,0.0,0.128
200,squared_error,5.0,10,10,NoneValue,0.1,0.128
200,squared_error,5.0,10,10,NoneValue,0.2,0.126
200,squared_error,5.0,10,10,NoneValue,0.3,0.128
200,squared_error,5.0,10,10,sqrt,0.0,0.144
200,squared_error,5.0,10,10,sqrt,0.1,0.144
200,squared_error,5.0,10,10,sqrt,0.2,0.14
200,squared_error,5.0,10,10,sqrt,0.3,0.142
200,squared_error,5.0,10,10,log2,0.0,0.138
200,squared_error,5.0,10,10,log2,0.1,0.138
200,squared_error,5.0,10,10,log2,0.2,0.142
200,squared_error,5.0,10,10,log2,0.3,0.14
200,squared_error,5.0,10,20,NoneValue,0.0,0.178
200,squared_error,5.0,10,20,NoneValue,0.1,0.178
200,squared_error,5.0,10,20,NoneValue,0.2,0.178
200,squared_error,5.0,10,20,NoneValue,0.3,0.176
200,squared_error,5.0,10,20,sqrt,0.0,0.16
200,squared_error,5.0,10,20,sqrt,0.1,0.16
200,squared_error,5.0,10,20,sqrt,0.2,0.158
200,squared_error,5.0,10,20,sqrt,0.3,0.166
200,squared_error,5.0,10,20,log2,0.0,0.164
200,squared_error,5.0,10,20,log2,0.1,0.16
200,squared_error,5.0,10,20,log2,0.2,0.16
200,squared_error,5.0,10,20,log2,0.3,0.16
200,squared_error,5.0,20,1,NoneValue,0.0,0.118
200,squared_error,5.0,20,1,NoneValue,0.1,0.1159999999999999
200,squared_error,5.0,20,1,NoneValue,0.2,0.118
200,squared_error,5.0,20,1,NoneValue,0.3,0.1159999999999999
200,squared_error,5.0,20,1,sqrt,0.0,0.138
200,squared_error,5.0,20,1,sqrt,0.1,0.138
200,squared_error,5.0,20,1,sqrt,0.2,0.136
200,squared_error,5.0,20,1,sqrt,0.3,0.142
200,squared_error,5.0,20,1,log2,0.0,0.134
200,squared_error,5.0,20,1,log2,0.1,0.142
200,squared_error,5.0,20,1,log2,0.2,0.14
200,squared_error,5.0,20,1,log2,0.3,0.136
200,squared_error,5.0,20,5,NoneValue,0.0,0.1159999999999999
200,squared_error,5.0,20,5,NoneValue,0.1,0.118
200,squared_error,5.0,20,5,NoneValue,0.2,0.118
200,squared_error,5.0,20,5,NoneValue,0.3,0.118
200,squared_error,5.0,20,5,sqrt,0.0,0.136
200,squared_error,5.0,20,5,sqrt,0.1,0.136
200,squared_error,5.0,20,5,sqrt,0.2,0.136
200,squared_error,5.0,20,5,sqrt,0.3,0.142
200,squared_error,5.0,20,5,log2,0.0,0.14
200,squared_error,5.0,20,5,log2,0.1,0.136
200,squared_error,5.0,20,5,log2,0.2,0.138
200,squared_error,5.0,20,5,log2,0.3,0.138
200,squared_error,5.0,20,10,NoneValue,0.0,0.124
200,squared_error,5.0,20,10,NoneValue,0.1,0.126
200,squared_error,5.0,20,10,NoneValue,0.2,0.124
200,squared_error,5.0,20,10,NoneValue,0.3,0.122
200,squared_error,5.0,20,10,sqrt,0.0,0.142
200,squared_error,5.0,20,10,sqrt,0.1,0.14
200,squared_error,5.0,20,10,sqrt,0.2,0.142
200,squared_error,5.0,20,10,sqrt,0.3,0.142
200,squared_error,5.0,20,10,log2,0.0,0.144
200,squared_error,5.0,20,10,log2,0.1,0.144
200,squared_error,5.0,20,10,log2,0.2,0.14
200,squared_error,5.0,20,10,log2,0.3,0.142
200,squared_error,5.0,20,20,NoneValue,0.0,0.18
200,squared_error,5.0,20,20,NoneValue,0.1,0.18
200,squared_error,5.0,20,20,NoneValue,0.2,0.176
200,squared_error,5.0,20,20,NoneValue,0.3,0.178
200,squared_error,5.0,20,20,sqrt,0.0,0.164
200,squared_error,5.0,20,20,sqrt,0.1,0.16
200,squared_error,5.0,20,20,sqrt,0.2,0.162
200,squared_error,5.0,20,20,sqrt,0.3,0.158
200,squared_error,5.0,20,20,log2,0.0,0.164
200,squared_error,5.0,20,20,log2,0.1,0.166
200,squared_error,5.0,20,20,log2,0.2,0.162
200,squared_error,5.0,20,20,log2,0.3,0.16
200,squared_error,5.0,40,1,NoneValue,0.0,0.154
200,squared_error,5.0,40,1,NoneValue,0.1,0.152
200,squared_error,5.0,40,1,NoneValue,0.2,0.154
200,squared_error,5.0,40,1,NoneValue,0.3,0.152
200,squared_error,5.0,40,1,sqrt,0.0,0.148
200,squared_error,5.0,40,1,sqrt,0.1,0.152
200,squared_error,5.0,40,1,sqrt,0.2,0.15
200,squared_error,5.0,40,1,sqrt,0.3,0.152
200,squared_error,5.0,40,1,log2,0.0,0.154
200,squared_error,5.0,40,1,log2,0.1,0.154
200,squared_error,5.0,40,1,log2,0.2,0.152
200,squared_error,5.0,40,1,log2,0.3,0.156
200,squared_error,5.0,40,5,NoneValue,0.0,0.152
200,squared_error,5.0,40,5,NoneValue,0.1,0.152
200,squared_error,5.0,40,5,NoneValue,0.2,0.154
200,squared_error,5.0,40,5,NoneValue,0.3,0.154
200,squared_error,5.0,40,5,sqrt,0.0,0.15
200,squared_error,5.0,40,5,sqrt,0.1,0.148
200,squared_error,5.0,40,5,sqrt,0.2,0.148
200,squared_error,5.0,40,5,sqrt,0.3,0.148
200,squared_error,5.0,40,5,log2,0.0,0.148
200,squared_error,5.0,40,5,log2,0.1,0.15
200,squared_error,5.0,40,5,log2,0.2,0.15
200,squared_error,5.0,40,5,log2,0.3,0.152
200,squared_error,5.0,40,10,NoneValue,0.0,0.152
200,squared_error,5.0,40,10,NoneValue,0.1,0.154
200,squared_error,5.0,40,10,NoneValue,0.2,0.154
200,squared_error,5.0,40,10,NoneValue,0.3,0.154
200,squared_error,5.0,40,10,sqrt,0.0,0.154
200,squared_error,5.0,40,10,sqrt,0.1,0.154
200,squared_error,5.0,40,10,sqrt,0.2,0.154
200,squared_error,5.0,40,10,sqrt,0.3,0.152
200,squared_error,5.0,40,10,log2,0.0,0.15
200,squared_error,5.0,40,10,log2,0.1,0.154
200,squared_error,5.0,40,10,log2,0.2,0.15
200,squared_error,5.0,40,10,log2,0.3,0.152
200,squared_error,5.0,40,20,NoneValue,0.0,0.178
200,squared_error,5.0,40,20,NoneValue,0.1,0.178
200,squared_error,5.0,40,20,NoneValue,0.2,0.18
200,squared_error,5.0,40,20,NoneValue,0.3,0.176
200,squared_error,5.0,40,20,sqrt,0.0,0.162
200,squared_error,5.0,40,20,sqrt,0.1,0.164
200,squared_error,5.0,40,20,sqrt,0.2,0.162
200,squared_error,5.0,40,20,sqrt,0.3,0.162
200,squared_error,5.0,40,20,log2,0.0,0.164
200,squared_error,5.0,40,20,log2,0.1,0.158
200,squared_error,5.0,40,20,log2,0.2,0.164
200,squared_error,5.0,40,20,log2,0.3,0.164
200,squared_error,10.0,2,1,NoneValue,0.0,0.03
200,squared_error,10.0,2,1,NoneValue,0.1,0.03
200,squared_error,10.0,2,1,NoneValue,0.2,0.03
200,squared_error,10.0,2,1,NoneValue,0.3,0.03
200,squared_error,10.0,2,1,sqrt,0.0,0.05
200,squared_error,10.0,2,1,sqrt,0.1,0.052
200,squared_error,10.0,2,1,sqrt,0.2,0.05
200,squared_error,10.0,2,1,sqrt,0.3,0.05
200,squared_error,10.0,2,1,log2,0.0,0.05
200,squared_error,10.0,2,1,log2,0.1,0.05
200,squared_error,10.0,2,1,log2,0.2,0.05
200,squared_error,10.0,2,1,log2,0.3,0.05
200,squared_error,10.0,2,5,NoneValue,0.0,0.032
200,squared_error,10.0,2,5,NoneValue,0.1,0.032
200,squared_error,10.0,2,5,NoneValue,0.2,0.032
200,squared_error,10.0,2,5,NoneValue,0.3,0.032
200,squared_error,10.0,2,5,sqrt,0.0,0.084
200,squared_error,10.0,2,5,sqrt,0.1,0.086
200,squared_error,10.0,2,5,sqrt,0.2,0.09
200,squared_error,10.0,2,5,sqrt,0.3,0.084
200,squared_error,10.0,2,5,log2,0.0,0.084
200,squared_error,10.0,2,5,log2,0.1,0.086
200,squared_error,10.0,2,5,log2,0.2,0.084
200,squared_error,10.0,2,5,log2,0.3,0.086
200,squared_error,10.0,2,10,NoneValue,0.0,0.07
200,squared_error,10.0,2,10,NoneValue,0.1,0.068
200,squared_error,10.0,2,10,NoneValue,0.2,0.068
200,squared_error,10.0,2,10,NoneValue,0.3,0.066
200,squared_error,10.0,2,10,sqrt,0.0,0.1139999999999999
200,squared_error,10.0,2,10,sqrt,0.1,0.1159999999999999
200,squared_error,10.0,2,10,sqrt,0.2,0.12
200,squared_error,10.0,2,10,sqrt,0.3,0.1159999999999999
200,squared_error,10.0,2,10,log2,0.0,0.1159999999999999
200,squared_error,10.0,2,10,log2,0.1,0.1139999999999999
200,squared_error,10.0,2,10,log2,0.2,0.118
200,squared_error,10.0,2,10,log2,0.3,0.1139999999999999
200,squared_error,10.0,2,20,NoneValue,0.0,0.146
200,squared_error,10.0,2,20,NoneValue,0.1,0.146
200,squared_error,10.0,2,20,NoneValue,0.2,0.146
200,squared_error,10.0,2,20,NoneValue,0.3,0.146
200,squared_error,10.0,2,20,sqrt,0.0,0.154
200,squared_error,10.0,2,20,sqrt,0.1,0.152
200,squared_error,10.0,2,20,sqrt,0.2,0.154
200,squared_error,10.0,2,20,sqrt,0.3,0.148
200,squared_error,10.0,2,20,log2,0.0,0.154
200,squared_error,10.0,2,20,log2,0.1,0.15
200,squared_error,10.0,2,20,log2,0.2,0.156
200,squared_error,10.0,2,20,log2,0.3,0.156
200,squared_error,10.0,6,1,NoneValue,0.0,0.032
200,squared_error,10.0,6,1,NoneValue,0.1,0.032
200,squared_error,10.0,6,1,NoneValue,0.2,0.032
200,squared_error,10.0,6,1,NoneValue,0.3,0.032
200,squared_error,10.0,6,1,sqrt,0.0,0.064
200,squared_error,10.0,6,1,sqrt,0.1,0.062
200,squared_error,10.0,6,1,sqrt,0.2,0.064
200,squared_error,10.0,6,1,sqrt,0.3,0.062
200,squared_error,10.0,6,1,log2,0.0,0.066
200,squared_error,10.0,6,1,log2,0.1,0.064
200,squared_error,10.0,6,1,log2,0.2,0.062
200,squared_error,10.0,6,1,log2,0.3,0.064
200,squared_error,10.0,6,5,NoneValue,0.0,0.032
200,squared_error,10.0,6,5,NoneValue,0.1,0.032
200,squared_error,10.0,6,5,NoneValue,0.2,0.032
200,squared_error,10.0,6,5,NoneValue,0.3,0.032
200,squared_error,10.0,6,5,sqrt,0.0,0.082
200,squared_error,10.0,6,5,sqrt,0.1,0.086
200,squared_error,10.0,6,5,sqrt,0.2,0.082
200,squared_error,10.0,6,5,sqrt,0.3,0.086
200,squared_error,10.0,6,5,log2,0.0,0.084
200,squared_error,10.0,6,5,log2,0.1,0.084
200,squared_error,10.0,6,5,log2,0.2,0.086
200,squared_error,10.0,6,5,log2,0.3,0.084
200,squared_error,10.0,6,10,NoneValue,0.0,0.066
200,squared_error,10.0,6,10,NoneValue,0.1,0.068
200,squared_error,10.0,6,10,NoneValue,0.2,0.066
200,squared_error,10.0,6,10,NoneValue,0.3,0.068
200,squared_error,10.0,6,10,sqrt,0.0,0.1159999999999999
200,squared_error,10.0,6,10,sqrt,0.1,0.1139999999999999
200,squared_error,10.0,6,10,sqrt,0.2,0.1159999999999999
200,squared_error,10.0,6,10,sqrt,0.3,0.1159999999999999
200,squared_error,10.0,6,10,log2,0.0,0.1159999999999999
200,squared_error,10.0,6,10,log2,0.1,0.118
200,squared_error,10.0,6,10,log2,0.2,0.118
200,squared_error,10.0,6,10,log2,0.3,0.1159999999999999
200,squared_error,10.0,6,20,NoneValue,0.0,0.148
200,squared_error,10.0,6,20,NoneValue,0.1,0.148
200,squared_error,10.0,6,20,NoneValue,0.2,0.148
200,squared_error,10.0,6,20,NoneValue,0.3,0.146
200,squared_error,10.0,6,20,sqrt,0.0,0.148
200,squared_error,10.0,6,20,sqrt,0.1,0.156
200,squared_error,10.0,6,20,sqrt,0.2,0.154
200,squared_error,10.0,6,20,sqrt,0.3,0.154
200,squared_error,10.0,6,20,log2,0.0,0.152
200,squared_error,10.0,6,20,log2,0.1,0.152
200,squared_error,10.0,6,20,log2,0.2,0.156
200,squared_error,10.0,6,20,log2,0.3,0.156
200,squared_error,10.0,10,1,NoneValue,0.0,0.032
200,squared_error,10.0,10,1,NoneValue,0.1,0.032
200,squared_error,10.0,10,1,NoneValue,0.2,0.032
200,squared_error,10.0,10,1,NoneValue,0.3,0.032
200,squared_error,10.0,10,1,sqrt,0.0,0.074
200,squared_error,10.0,10,1,sqrt,0.1,0.076
200,squared_error,10.0,10,1,sqrt,0.2,0.08
200,squared_error,10.0,10,1,sqrt,0.3,0.08
200,squared_error,10.0,10,1,log2,0.0,0.078
200,squared_error,10.0,10,1,log2,0.1,0.076
200,squared_error,10.0,10,1,log2,0.2,0.076
200,squared_error,10.0,10,1,log2,0.3,0.08
200,squared_error,10.0,10,5,NoneValue,0.0,0.032
200,squared_error,10.0,10,5,NoneValue,0.1,0.032
200,squared_error,10.0,10,5,NoneValue,0.2,0.032
200,squared_error,10.0,10,5,NoneValue,0.3,0.032
200,squared_error,10.0,10,5,sqrt,0.0,0.082
200,squared_error,10.0,10,5,sqrt,0.1,0.084
200,squared_error,10.0,10,5,sqrt,0.2,0.086
200,squared_error,10.0,10,5,sqrt,0.3,0.084
200,squared_error,10.0,10,5,log2,0.0,0.088
200,squared_error,10.0,10,5,log2,0.1,0.088
200,squared_error,10.0,10,5,log2,0.2,0.084
200,squared_error,10.0,10,5,log2,0.3,0.086
200,squared_error,10.0,10,10,NoneValue,0.0,0.068
200,squared_error,10.0,10,10,NoneValue,0.1,0.066
200,squared_error,10.0,10,10,NoneValue,0.2,0.068
200,squared_error,10.0,10,10,NoneValue,0.3,0.066
200,squared_error,10.0,10,10,sqrt,0.0,0.11
200,squared_error,10.0,10,10,sqrt,0.1,0.1159999999999999
200,squared_error,10.0,10,10,sqrt,0.2,0.1139999999999999
200,squared_error,10.0,10,10,sqrt,0.3,0.1119999999999999
200,squared_error,10.0,10,10,log2,0.0,0.1159999999999999
200,squared_error,10.0,10,10,log2,0.1,0.1159999999999999
200,squared_error,10.0,10,10,log2,0.2,0.118
200,squared_error,10.0,10,10,log2,0.3,0.1159999999999999
200,squared_error,10.0,10,20,NoneValue,0.0,0.15
200,squared_error,10.0,10,20,NoneValue,0.1,0.146
200,squared_error,10.0,10,20,NoneValue,0.2,0.148
200,squared_error,10.0,10,20,NoneValue,0.3,0.146
200,squared_error,10.0,10,20,sqrt,0.0,0.152
200,squared_error,10.0,10,20,sqrt,0.1,0.154
200,squared_error,10.0,10,20,sqrt,0.2,0.156
200,squared_error,10.0,10,20,sqrt,0.3,0.15
200,squared_error,10.0,10,20,log2,0.0,0.152
200,squared_error,10.0,10,20,log2,0.1,0.154
200,squared_error,10.0,10,20,log2,0.2,0.156
200,squared_error,10.0,10,20,log2,0.3,0.156
200,squared_error,10.0,20,1,NoneValue,0.0,0.0579999999999999
200,squared_error,10.0,20,1,NoneValue,0.1,0.0579999999999999
200,squared_error,10.0,20,1,NoneValue,0.2,0.0579999999999999
200,squared_error,10.0,20,1,NoneValue,0.3,0.0579999999999999
200,squared_error,10.0,20,1,sqrt,0.0,0.106
200,squared_error,10.0,20,1,sqrt,0.1,0.104
200,squared_error,10.0,20,1,sqrt,0.2,0.102
200,squared_error,10.0,20,1,sqrt,0.3,0.104
200,squared_error,10.0,20,1,log2,0.0,0.106
200,squared_error,10.0,20,1,log2,0.1,0.102
200,squared_error,10.0,20,1,log2,0.2,0.102
200,squared_error,10.0,20,1,log2,0.3,0.11
200,squared_error,10.0,20,5,NoneValue,0.0,0.0579999999999999
200,squared_error,10.0,20,5,NoneValue,0.1,0.0579999999999999
200,squared_error,10.0,20,5,NoneValue,0.2,0.0579999999999999
200,squared_error,10.0,20,5,NoneValue,0.3,0.0579999999999999
200,squared_error,10.0,20,5,sqrt,0.0,0.104
200,squared_error,10.0,20,5,sqrt,0.1,0.106
200,squared_error,10.0,20,5,sqrt,0.2,0.102
200,squared_error,10.0,20,5,sqrt,0.3,0.102
200,squared_error,10.0,20,5,log2,0.0,0.108
200,squared_error,10.0,20,5,log2,0.1,0.1079999999999999
200,squared_error,10.0,20,5,log2,0.2,0.104
200,squared_error,10.0,20,5,log2,0.3,0.104
200,squared_error,10.0,20,10,NoneValue,0.0,0.07
200,squared_error,10.0,20,10,NoneValue,0.1,0.068
200,squared_error,10.0,20,10,NoneValue,0.2,0.068
200,squared_error,10.0,20,10,NoneValue,0.3,0.068
200,squared_error,10.0,20,10,sqrt,0.0,0.1139999999999999
200,squared_error,10.0,20,10,sqrt,0.1,0.1139999999999999
200,squared_error,10.0,20,10,sqrt,0.2,0.1119999999999999
200,squared_error,10.0,20,10,sqrt,0.3,0.1139999999999999
200,squared_error,10.0,20,10,log2,0.0,0.1139999999999999
200,squared_error,10.0,20,10,log2,0.1,0.1159999999999999
200,squared_error,10.0,20,10,log2,0.2,0.1159999999999999
200,squared_error,10.0,20,10,log2,0.3,0.1119999999999999
200,squared_error,10.0,20,20,NoneValue,0.0,0.146
200,squared_error,10.0,20,20,NoneValue,0.1,0.144
200,squared_error,10.0,20,20,NoneValue,0.2,0.148
200,squared_error,10.0,20,20,NoneValue,0.3,0.146
200,squared_error,10.0,20,20,sqrt,0.0,0.154
200,squared_error,10.0,20,20,sqrt,0.1,0.152
200,squared_error,10.0,20,20,sqrt,0.2,0.156
200,squared_error,10.0,20,20,sqrt,0.3,0.154
200,squared_error,10.0,20,20,log2,0.0,0.15
200,squared_error,10.0,20,20,log2,0.1,0.156
200,squared_error,10.0,20,20,log2,0.2,0.154
200,squared_error,10.0,20,20,log2,0.3,0.152
200,squared_error,10.0,40,1,NoneValue,0.0,0.128
200,squared_error,10.0,40,1,NoneValue,0.1,0.128
200,squared_error,10.0,40,1,NoneValue,0.2,0.128
200,squared_error,10.0,40,1,NoneValue,0.3,0.128
200,squared_error,10.0,40,1,sqrt,0.0,0.142
200,squared_error,10.0,40,1,sqrt,0.1,0.136
200,squared_error,10.0,40,1,sqrt,0.2,0.142
200,squared_error,10.0,40,1,sqrt,0.3,0.138
200,squared_error,10.0,40,1,log2,0.0,0.136
200,squared_error,10.0,40,1,log2,0.1,0.138
200,squared_error,10.0,40,1,log2,0.2,0.138
200,squared_error,10.0,40,1,log2,0.3,0.144
200,squared_error,10.0,40,5,NoneValue,0.0,0.126
200,squared_error,10.0,40,5,NoneValue,0.1,0.128
200,squared_error,10.0,40,5,NoneValue,0.2,0.128
200,squared_error,10.0,40,5,NoneValue,0.3,0.128
200,squared_error,10.0,40,5,sqrt,0.0,0.14
200,squared_error,10.0,40,5,sqrt,0.1,0.138
200,squared_error,10.0,40,5,sqrt,0.2,0.14
200,squared_error,10.0,40,5,sqrt,0.3,0.14
200,squared_error,10.0,40,5,log2,0.0,0.138
200,squared_error,10.0,40,5,log2,0.1,0.138
200,squared_error,10.0,40,5,log2,0.2,0.142
200,squared_error,10.0,40,5,log2,0.3,0.138
200,squared_error,10.0,40,10,NoneValue,0.0,0.128
200,squared_error,10.0,40,10,NoneValue,0.1,0.128
200,squared_error,10.0,40,10,NoneValue,0.2,0.128
200,squared_error,10.0,40,10,NoneValue,0.3,0.126
200,squared_error,10.0,40,10,sqrt,0.0,0.142
200,squared_error,10.0,40,10,sqrt,0.1,0.134
200,squared_error,10.0,40,10,sqrt,0.2,0.14
200,squared_error,10.0,40,10,sqrt,0.3,0.144
200,squared_error,10.0,40,10,log2,0.0,0.14
200,squared_error,10.0,40,10,log2,0.1,0.138
200,squared_error,10.0,40,10,log2,0.2,0.14
200,squared_error,10.0,40,10,log2,0.3,0.14
200,squared_error,10.0,40,20,NoneValue,0.0,0.148
200,squared_error,10.0,40,20,NoneValue,0.1,0.148
200,squared_error,10.0,40,20,NoneValue,0.2,0.146
200,squared_error,10.0,40,20,NoneValue,0.3,0.146
200,squared_error,10.0,40,20,sqrt,0.0,0.152
200,squared_error,10.0,40,20,sqrt,0.1,0.156
200,squared_error,10.0,40,20,sqrt,0.2,0.154
200,squared_error,10.0,40,20,sqrt,0.3,0.154
200,squared_error,10.0,40,20,log2,0.0,0.154
200,squared_error,10.0,40,20,log2,0.1,0.154
200,squared_error,10.0,40,20,log2,0.2,0.152
200,squared_error,10.0,40,20,log2,0.3,0.156
200,squared_error,20.0,2,1,NoneValue,0.0,0.03
200,squared_error,20.0,2,1,NoneValue,0.1,0.03
200,squared_error,20.0,2,1,NoneValue,0.2,0.03
200,squared_error,20.0,2,1,NoneValue,0.3,0.03
200,squared_error,20.0,2,1,sqrt,0.0,0.046
200,squared_error,20.0,2,1,sqrt,0.1,0.05
200,squared_error,20.0,2,1,sqrt,0.2,0.048
200,squared_error,20.0,2,1,sqrt,0.3,0.05
200,squared_error,20.0,2,1,log2,0.0,0.048
200,squared_error,20.0,2,1,log2,0.1,0.05
200,squared_error,20.0,2,1,log2,0.2,0.05
200,squared_error,20.0,2,1,log2,0.3,0.048
200,squared_error,20.0,2,5,NoneValue,0.0,0.032
200,squared_error,20.0,2,5,NoneValue,0.1,0.032
200,squared_error,20.0,2,5,NoneValue,0.2,0.032
200,squared_error,20.0,2,5,NoneValue,0.3,0.032
200,squared_error,20.0,2,5,sqrt,0.0,0.084
200,squared_error,20.0,2,5,sqrt,0.1,0.084
200,squared_error,20.0,2,5,sqrt,0.2,0.084
200,squared_error,20.0,2,5,sqrt,0.3,0.084
200,squared_error,20.0,2,5,log2,0.0,0.084
200,squared_error,20.0,2,5,log2,0.1,0.086
200,squared_error,20.0,2,5,log2,0.2,0.086
200,squared_error,20.0,2,5,log2,0.3,0.086
200,squared_error,20.0,2,10,NoneValue,0.0,0.068
200,squared_error,20.0,2,10,NoneValue,0.1,0.068
200,squared_error,20.0,2,10,NoneValue,0.2,0.068
200,squared_error,20.0,2,10,NoneValue,0.3,0.068
200,squared_error,20.0,2,10,sqrt,0.0,0.1159999999999999
200,squared_error,20.0,2,10,sqrt,0.1,0.1139999999999999
200,squared_error,20.0,2,10,sqrt,0.2,0.1119999999999999
200,squared_error,20.0,2,10,sqrt,0.3,0.1139999999999999
200,squared_error,20.0,2,10,log2,0.0,0.118
200,squared_error,20.0,2,10,log2,0.1,0.1159999999999999
200,squared_error,20.0,2,10,log2,0.2,0.12
200,squared_error,20.0,2,10,log2,0.3,0.1159999999999999
200,squared_error,20.0,2,20,NoneValue,0.0,0.148
200,squared_error,20.0,2,20,NoneValue,0.1,0.146
200,squared_error,20.0,2,20,NoneValue,0.2,0.148
200,squared_error,20.0,2,20,NoneValue,0.3,0.15
200,squared_error,20.0,2,20,sqrt,0.0,0.158
200,squared_error,20.0,2,20,sqrt,0.1,0.154
200,squared_error,20.0,2,20,sqrt,0.2,0.156
200,squared_error,20.0,2,20,sqrt,0.3,0.154
200,squared_error,20.0,2,20,log2,0.0,0.152
200,squared_error,20.0,2,20,log2,0.1,0.158
200,squared_error,20.0,2,20,log2,0.2,0.154
200,squared_error,20.0,2,20,log2,0.3,0.158
200,squared_error,20.0,6,1,NoneValue,0.0,0.032
200,squared_error,20.0,6,1,NoneValue,0.1,0.032
200,squared_error,20.0,6,1,NoneValue,0.2,0.032
200,squared_error,20.0,6,1,NoneValue,0.3,0.032
200,squared_error,20.0,6,1,sqrt,0.0,0.062
200,squared_error,20.0,6,1,sqrt,0.1,0.064
200,squared_error,20.0,6,1,sqrt,0.2,0.064
200,squared_error,20.0,6,1,sqrt,0.3,0.066
200,squared_error,20.0,6,1,log2,0.0,0.064
200,squared_error,20.0,6,1,log2,0.1,0.062
200,squared_error,20.0,6,1,log2,0.2,0.064
200,squared_error,20.0,6,1,log2,0.3,0.064
