n_neighbors,weights,algorithm,leaf_size,p,MMRE-
7,distance,ball_tree,30,2,217.57512000000003
7,distance,ball_tree,40,1,213.15030000000002
7,distance,ball_tree,40,2,217.57512000000003
7,distance,ball_tree,50,1,213.15030000000002
7,distance,ball_tree,50,2,217.57512000000003
7,distance,ball_tree,100,1,213.15030000000002
7,distance,ball_tree,100,2,217.57512000000003
7,distance,kd_tree,10,1,213.15030000000002
7,distance,kd_tree,10,2,217.57512000000003
7,distance,kd_tree,20,1,213.15030000000002
7,distance,kd_tree,20,2,217.57512000000003
7,distance,kd_tree,30,1,213.15030000000002
7,distance,kd_tree,30,2,217.57512000000003
7,distance,kd_tree,40,1,213.15030000000002
7,distance,kd_tree,40,2,217.57512000000003
7,distance,kd_tree,50,1,213.15030000000002
7,distance,kd_tree,50,2,217.57512000000003
7,distance,kd_tree,100,1,213.15030000000002
7,distance,kd_tree,100,2,217.57512000000003
7,distance,brute,10,1,213.15030000000002
7,distance,brute,10,2,217.57512000000003
7,distance,brute,20,1,213.15030000000002
7,distance,brute,20,2,217.57512000000003
7,distance,brute,30,1,213.15030000000002
7,distance,brute,30,2,217.57512000000003
7,distance,brute,40,1,213.15030000000002
7,distance,brute,40,2,217.57512000000003
7,distance,brute,50,1,213.15030000000002
7,distance,brute,50,2,217.57512000000003
7,distance,brute,100,1,213.15030000000002
7,distance,brute,100,2,217.57512000000003
9,uniform,auto,10,1,223.02862
9,uniform,auto,10,2,229.34306
9,uniform,auto,20,1,223.02862
9,uniform,auto,20,2,229.34306
9,uniform,auto,30,1,223.02862
9,uniform,auto,30,2,229.34306
9,uniform,auto,40,1,223.02862
9,uniform,auto,40,2,229.34306
9,uniform,auto,50,1,223.02862
9,uniform,auto,50,2,229.34306
9,uniform,auto,100,1,223.02862
9,uniform,auto,100,2,229.34306
9,uniform,ball_tree,10,1,223.02862
9,uniform,ball_tree,10,2,229.34306
9,uniform,ball_tree,20,1,223.02862
9,uniform,ball_tree,20,2,229.34306
9,uniform,ball_tree,30,1,223.02862
9,uniform,ball_tree,30,2,229.34306
9,uniform,ball_tree,40,1,223.02862
9,uniform,ball_tree,40,2,229.34306
9,uniform,ball_tree,50,1,223.02862
9,uniform,ball_tree,50,2,229.34306
9,uniform,ball_tree,100,1,223.02862
9,uniform,ball_tree,100,2,229.34306
9,uniform,kd_tree,10,1,223.02862
9,uniform,kd_tree,10,2,229.34306
9,uniform,kd_tree,20,1,223.02862
9,uniform,kd_tree,20,2,229.34306
9,uniform,kd_tree,30,1,223.02862
9,uniform,kd_tree,30,2,229.34306
9,uniform,kd_tree,40,1,223.02862
9,uniform,kd_tree,40,2,229.34306
9,uniform,kd_tree,50,1,223.02862
9,uniform,kd_tree,50,2,229.34306
9,uniform,kd_tree,100,1,223.02862
9,uniform,kd_tree,100,2,229.34306
9,uniform,brute,10,1,223.02862
9,uniform,brute,10,2,229.34306
9,uniform,brute,20,1,223.02862
9,uniform,brute,20,2,229.34306
9,uniform,brute,30,1,223.02862
9,uniform,brute,30,2,229.34306
9,uniform,brute,40,1,223.02862
9,uniform,brute,40,2,229.34306
9,uniform,brute,50,1,223.02862
9,uniform,brute,50,2,229.34306
9,uniform,brute,100,1,223.02862
9,uniform,brute,100,2,229.34306
9,distance,auto,10,1,220.57688
9,distance,auto,10,2,226.32830000000004
9,distance,auto,20,1,220.57688
9,distance,auto,20,2,226.32830000000004
9,distance,auto,30,1,220.57688
9,distance,auto,30,2,226.32830000000004
9,distance,auto,40,1,220.57688
9,distance,auto,40,2,226.32830000000004
9,distance,auto,50,1,220.57688
9,distance,auto,50,2,226.32830000000004
9,distance,auto,100,1,220.57688
9,distance,auto,100,2,226.32830000000004
9,distance,ball_tree,10,1,220.57688
9,distance,ball_tree,10,2,226.32830000000004
9,distance,ball_tree,20,1,220.57688
9,distance,ball_tree,20,2,226.32830000000004
9,distance,ball_tree,30,1,220.57688
9,distance,ball_tree,30,2,226.32830000000004
9,distance,ball_tree,40,1,220.57688
9,distance,ball_tree,40,2,226.32830000000004
9,distance,ball_tree,50,1,220.57688
9,distance,ball_tree,50,2,226.32830000000004
9,distance,ball_tree,100,1,220.57688
9,distance,ball_tree,100,2,226.32830000000004
9,distance,kd_tree,10,1,220.57688
9,distance,kd_tree,10,2,226.32830000000004
9,distance,kd_tree,20,1,220.57688
9,distance,kd_tree,20,2,226.32830000000004
9,distance,kd_tree,30,1,220.57688
9,distance,kd_tree,30,2,226.32830000000004
9,distance,kd_tree,40,1,220.57688
9,distance,kd_tree,40,2,226.32830000000004
9,distance,kd_tree,50,1,220.57688
9,distance,kd_tree,50,2,226.32830000000004
9,distance,kd_tree,100,1,220.57688
9,distance,kd_tree,100,2,226.32830000000004
9,distance,brute,10,1,220.57688
9,distance,brute,10,2,226.32830000000004
9,distance,brute,20,1,220.57688
9,distance,brute,20,2,226.32830000000004
9,distance,brute,30,1,220.57688
9,distance,brute,30,2,226.32830000000004
9,distance,brute,40,1,220.57688
