N_estimators,Max_depth,Min_samples_split,Min_samples_leaf,max_features,Min_impurity_decrease,MMRE-
10,20,2,5,sqrt,0.1,47.19846
10,20,2,5,sqrt,0.2,57.303
10,20,2,5,sqrt,0.3,52.10562
10,20,2,5,log2,0,44.9367
10,20,2,5,log2,0.1,52.52614
10,20,2,5,log2,0.2,59.60144
10,20,2,5,log2,0.3,62.72178
10,20,2,10,None,0,4.73586
10,20,2,10,None,0.1,4.68354
10,20,2,10,None,0.2,4.73734
10,20,2,10,None,0.3,4.75174
10,20,2,10,sqrt,0,65.4364
10,20,2,10,sqrt,0.1,86.41206
10,20,2,10,sqrt,0.2,87.08712
10,20,2,10,sqrt,0.3,84.55678
10,20,2,10,log2,0,96.34492
10,20,2,10,log2,0.1,92.73818
10,20,2,10,log2,0.2,72.60684
10,20,2,10,log2,0.3,74.45444
10,20,2,20,None,0,5.11016
10,20,2,20,None,0.1,5.16676
10,20,2,20,None,0.2,5.17434
10,20,2,20,None,0.3,5.1808
10,20,2,20,sqrt,0,137.403
10,20,2,20,sqrt,0.1,104.78814
10,20,2,20,sqrt,0.2,129.1238
10,20,2,20,sqrt,0.3,115.9149
10,20,2,20,log2,0,142.08686
10,20,2,20,log2,0.1,148.30726
10,20,2,20,log2,0.2,119.49542
10,20,2,20,log2,0.3,132.92818
10,20,6,1,None,0,4.63
10,20,6,1,None,0.1,4.64434
10,20,6,1,None,0.2,4.6356
10,20,6,1,None,0.3,4.60376
10,20,6,1,sqrt,0,25.52042
10,20,6,1,sqrt,0.1,26.73764
10,20,6,1,sqrt,0.2,24.48004
10,20,6,1,sqrt,0.3,33.58536
10,20,6,1,log2,0,33.03994
10,20,6,1,log2,0.1,32.27676
10,20,6,1,log2,0.2,27.31534
10,20,6,1,log2,0.3,32.52512
10,20,6,5,None,0,4.61082
10,20,6,5,None,0.1,4.58186
10,20,6,5,None,0.2,4.58882
10,20,6,5,None,0.3,4.6039
10,20,6,5,sqrt,0,60.52132
10,20,6,5,sqrt,0.1,47.82352
10,20,6,5,sqrt,0.2,55.41236
10,20,6,5,sqrt,0.3,46.81938
10,20,6,5,log2,0,61.31602
10,20,6,5,log2,0.1,46.73648
10,20,6,5,log2,0.2,50.04546
10,20,6,5,log2,0.3,55.7958
10,20,6,10,None,0,4.75362
10,20,6,10,None,0.1,4.70882
10,20,6,10,None,0.2,4.74836
10,20,6,10,None,0.3,4.73094
10,20,6,10,sqrt,0,93.57478
10,20,6,10,sqrt,0.1,71.27584
10,20,6,10,sqrt,0.2,82.53286
10,20,6,10,sqrt,0.3,77.69718
10,20,6,10,log2,0,73.79916
10,20,6,10,log2,0.1,106.63646
10,20,6,10,log2,0.2,77.91462
10,20,6,10,log2,0.3,72.65898
10,20,6,20,None,0,5.12864
10,20,6,20,None,0.1,5.12526
10,20,6,20,None,0.2,5.15478
10,20,6,20,None,0.3,5.18648
10,20,6,20,sqrt,0,105.07096
10,20,6,20,sqrt,0.1,132.13152
10,20,6,20,sqrt,0.2,116.227
10,20,6,20,sqrt,0.3,109.5657
10,20,6,20,log2,0,119.18276
10,20,6,20,log2,0.1,121.3005
10,20,6,20,log2,0.2,101.65226
10,20,6,20,log2,0.3,147.66224
10,20,10,1,None,0,4.5624
10,20,10,1,None,0.1,4.55176
10,20,10,1,None,0.2,4.53656
10,20,10,1,None,0.3,4.53612
10,20,10,1,sqrt,0,33.5824
10,20,10,1,sqrt,0.1,47.21436
10,20,10,1,sqrt,0.2,54.9525
10,20,10,1,sqrt,0.3,52.15662
10,20,10,1,log2,0,49.58032
10,20,10,1,log2,0.1,47.2634
10,20,10,1,log2,0.2,43.1744
10,20,10,1,log2,0.3,51.70996
10,20,10,5,None,0,4.56842
10,20,10,5,None,0.1,4.59854
10,20,10,5,None,0.2,4.54236
10,20,10,5,None,0.3,4.54788
10,20,10,5,sqrt,0,57.31684
10,20,10,5,sqrt,0.1,47.44942
10,20,10,5,sqrt,0.2,51.46114
10,20,10,5,sqrt,0.3,64.8801
10,20,10,5,log2,0,57.88896
10,20,10,5,log2,0.1,61.2179
10,20,10,5,log2,0.2,62.08956
10,20,10,5,log2,0.3,40.73346
10,20,10,10,None,0,4.75718
10,20,10,10,None,0.1,4.6818
10,20,10,10,None,0.2,4.7172
10,20,10,10,None,0.3,4.70074
10,20,10,10,sqrt,0,87.62088
10,20,10,10,sqrt,0.1,91.46848
10,20,10,10,sqrt,0.2,84.15304
10,20,10,10,sqrt,0.3,80.42738
10,20,10,10,log2,0,87.39426
10,20,10,10,log2,0.1,70.6008
10,20,10,10,log2,0.2,74.90852
10,20,10,10,log2,0.3,70.63292
10,20,10,20,None,0,5.17774
10,20,10,20,None,0.1,5.18386
10,20,10,20,None,0.2,5.2029
10,20,10,20,None,0.3,5.16528
10,20,10,20,sqrt,0,125.61746
10,20,10,20,sqrt,0.1,142.43124
10,20,10,20,sqrt,0.2,156.28916
10,20,10,20,sqrt,0.3,121.3566
10,20,10,20,log2,0,121.24448
10,20,10,20,log2,0.1,147.07488
10,20,10,20,log2,0.2,117.4943
10,20,10,20,log2,0.3,127.91508
10,20,20,1,None,0,4.50176
10,20,20,1,None,0.1,4.5092
10,20,20,1,None,0.2,4.51108
10,20,20,1,None,0.3,4.48346
10,20,20,1,sqrt,0,51.98474
10,20,20,1,sqrt,0.1,76.06172
10,20,20,1,sqrt,0.2,64.74466
10,20,20,1,sqrt,0.3,50.92588
10,20,20,1,log2,0,66.9461
10,20,20,1,log2,0.1,76.3578
10,20,20,1,log2,0.2,55.54648
10,20,20,1,log2,0.3,69.19136
10,20,20,5,None,0,4.54846
10,20,20,5,None,0.1,4.53932
10,20,20,5,None,0.2,4.60296
10,20,20,5,None,0.3,4.5456
10,20,20,5,sqrt,0,57.66326
10,20,20,5,sqrt,0.1,60.30074
10,20,20,5,sqrt,0.2,72.74308
10,20,20,5,sqrt,0.3,55.52598
10,20,20,5,log2,0,83.84558
10,20,20,5,log2,0.1,68.42198
10,20,20,5,log2,0.2,56.08922
10,20,20,5,log2,0.3,76.01832
10,20,20,10,None,0,4.71706
10,20,20,10,None,0.1,4.7405
10,20,20,10,None,0.2,4.78856
10,20,20,10,None,0.3,4.79338
10,20,20,10,sqrt,0,76.05598
10,20,20,10,sqrt,0.1,78.9358
10,20,20,10,sqrt,0.2,73.4973
10,20,20,10,sqrt,0.3,89.0094
10,20,20,10,log2,0,71.85612
10,20,20,10,log2,0.1,65.73004
10,20,20,10,log2,0.2,68.6173
10,20,20,10,log2,0.3,74.0673
10,20,20,20,None,0,5.16322
10,20,20,20,None,0.1,5.13704
10,20,20,20,None,0.2,5.15572
10,20,20,20,None,0.3,5.19396
10,20,20,20,sqrt,0,139.17082
10,20,20,20,sqrt,0.1,116.9182
10,20,20,20,sqrt,0.2,143.5211
10,20,20,20,sqrt,0.3,133.64834
10,20,20,20,log2,0,119.8737
10,20,20,20,log2,0.1,142.26862
10,20,20,20,log2,0.2,110.30414
10,20,20,20,log2,0.3,114.68872
10,20,40,1,None,0,4.614
10,20,40,1,None,0.1,4.65358
10,20,40,1,None,0.2,4.63718
